Topic,Documents
Topic_10,1
Topic_11,9
Topic_12,3
Topic_13,1
Topic_15,1
Topic_17,5
Topic_18,6
Topic_19,3
Topic_2,2
Topic_20,3
Topic_22,2
Topic_23,4
Topic_24,4
Topic_26,9
Topic_27,3
Topic_28,5
Topic_29,3
Topic_3,2
Topic_30,3
Topic_31,2
Topic_32,5
Topic_33,4
Topic_34,1
Topic_35,4
Topic_36,5
Topic_37,4
Topic_38,2
Topic_39,1
Topic_4,5
Topic_40,1
Topic_41,5
Topic_42,4
Topic_44,5
Topic_45,1
Topic_46,4
Topic_47,4
Topic_48,2
Topic_49,1
Topic_5,2
Topic_50,1
Topic_51,2
Topic_52,3
Topic_53,1
Topic_55,3
Topic_56,7
Topic_57,2
Topic_58,4
Topic_59,1
Topic_6,4
Topic_60,4
Topic_61,1
Topic_62,2
Topic_63,3
Topic_64,4
Topic_65,5
Topic_66,1
Topic_67,3
Topic_68,3
Topic_69,7
Topic_7,6
Topic_71,4
Topic_72,3
Topic_73,3
Topic_74,6
Topic_75,4
Topic_76,3
Topic_77,3
Topic_79,2
Topic_8,2
Topic_80,1
Topic_81,2
Topic_82,1
Topic_83,3
Topic_85,1
Topic_9,4
