DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45
8042410,108,0,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.00031299778,0.98622805,0.00031299778,0.00031299778,0.00031299778,0.00031299778
8132718,108,0,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.9891352,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224,0.0002469224
8673465,108,0,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.9890133,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174,0.00024969174
8707050,108,0,0.00038988577,0.00038988577,0.00038988577,0.18752472,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.49909577,0.00038988577,0.00038988577,0.2970044,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577,0.00038988577
9346876,108,0,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.18556066,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.0002710149,0.80278563,0.0002710149,0.0002710149,0.0002710149
9352931,108,0,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.9879282,0.00027435453,0.00027435453,0.00027435453,0.00027435453,0.00027435453
9591694,108,0,0.00025252934,0.00025252934,0.00025252934,0.98888767,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934,0.00025252934
10051610,108,0,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.00051680615,0.9772606,0.00051680615
10087618,108,0,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.9703703,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412,0.000673412
10100328,108,0,0.00032210027,0.52465194,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.19122888,0.2705916,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027,0.00032210027
