DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47
8132718,108,0,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.12256899,0.00021937216,0.00021937216,0.00021937216,0.3408314,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.114564344,0.00021937216,0.00021937216,0.00021937216,0.09529374,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.00021937216,0.3175275
8673465,108,0,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.9892441,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728,0.00023381728
8707050,108,0,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.00036685943,0.7073043,0.00036685943,0.00036685943,0.00036685943,0.27618694,0.00036685943,0.00036685943
9175625,108,0,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.9884845,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405,0.00025032405
9245791,108,0,0.00040145486,0.00040145486,0.9815316,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486,0.00040145486
9591694,108,0,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.49562106,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.00022635881,0.49419257,0.00022635881,0.00022635881
10051610,108,0,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.8782151,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.00053195603,0.09784643,0.00053195603,0.00053195603
10087618,108,0,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.28468823,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.00066495663,0.26607752,0.00066495663,0.086904496,0.00066495663,0.19200341,0.00066495663,0.00066495663,0.00066495663,0.14239821,0.00066495663,0.00066495663
10100328,108,0,0.9856053,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247,0.00031290247
10320929,108,0,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.9791746,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723,0.00045270723
