Topic,Documents
Topic_1,2
Topic_10,2
Topic_11,2
Topic_12,6
Topic_13,5
Topic_14,1
Topic_15,2
Topic_16,2
Topic_17,3
Topic_18,1
Topic_19,3
Topic_2,3
Topic_20,2
Topic_21,1
Topic_22,3
Topic_24,3
Topic_25,1
Topic_26,3
Topic_27,2
Topic_29,2
Topic_3,6
Topic_30,7
Topic_31,6
Topic_32,2
Topic_33,1
Topic_34,2
Topic_35,2
Topic_36,6
Topic_38,3
Topic_39,1
Topic_4,3
Topic_40,4
Topic_42,2
Topic_43,2
Topic_44,2
Topic_45,4
Topic_46,3
Topic_49,5
Topic_50,1
Topic_51,2
Topic_52,2
Topic_54,2
Topic_55,1
Topic_56,2
Topic_57,10
Topic_58,5
Topic_59,5
Topic_6,3
Topic_60,5
Topic_62,1
Topic_63,2
Topic_64,5
Topic_65,1
Topic_66,3
Topic_67,4
Topic_68,4
Topic_69,2
Topic_7,5
Topic_70,5
Topic_71,1
Topic_72,3
Topic_73,3
Topic_74,1
Topic_75,3
Topic_76,1
Topic_77,2
Topic_78,6
Topic_79,3
Topic_8,1
Topic_80,3
Topic_82,5
Topic_83,7
Topic_84,3
Topic_85,1
Topic_86,5
Topic_87,1
Topic_88,5
Topic_89,2
Topic_9,4
