Topic,Documents
Topic_10,3
Topic_11,11
Topic_15,1
Topic_17,5
Topic_18,4
Topic_19,1
Topic_20,3
Topic_21,2
Topic_22,2
Topic_23,1
Topic_24,2
Topic_25,1
Topic_26,9
Topic_27,5
Topic_28,3
Topic_29,2
Topic_3,1
Topic_30,4
Topic_31,4
Topic_32,2
Topic_34,2
Topic_35,7
Topic_36,9
Topic_37,2
Topic_38,4
Topic_39,4
Topic_4,6
Topic_40,1
Topic_41,10
Topic_42,5
Topic_44,1
Topic_45,3
Topic_46,2
Topic_47,3
Topic_48,1
Topic_49,2
Topic_5,4
Topic_50,4
Topic_51,5
Topic_52,2
Topic_53,2
Topic_54,4
Topic_55,2
Topic_56,4
Topic_58,2
Topic_59,4
Topic_6,3
Topic_60,4
Topic_61,3
Topic_63,4
Topic_64,6
Topic_65,4
Topic_67,2
Topic_68,4
Topic_69,3
Topic_7,9
Topic_70,1
Topic_71,1
Topic_72,4
Topic_73,4
Topic_74,3
Topic_75,2
Topic_76,3
Topic_77,7
Topic_79,2
Topic_8,2
Topic_80,2
Topic_81,2
Topic_82,1
Topic_9,3
