Topic,Documents
Topic_1,3
Topic_10,3
Topic_11,18
Topic_12,4
Topic_13,2
Topic_14,1
Topic_15,9
Topic_16,1
Topic_17,8
Topic_18,3
Topic_19,5
Topic_2,3
Topic_20,2
Topic_21,3
Topic_22,6
Topic_23,3
Topic_24,3
Topic_25,10
Topic_26,6
Topic_27,2
Topic_28,8
Topic_29,2
Topic_3,4
Topic_30,5
Topic_31,8
Topic_32,4
Topic_33,5
Topic_34,4
Topic_35,8
Topic_36,14
Topic_37,3
Topic_38,2
Topic_39,4
Topic_4,6
Topic_40,4
Topic_41,6
Topic_42,6
Topic_43,2
Topic_44,4
Topic_45,4
Topic_46,4
Topic_5,7
Topic_6,7
Topic_7,10
Topic_8,7
Topic_9,7
