DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46
8132718,108,0,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.9899148,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125,0.00022412125
8673465,108,0,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.98925006,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042,0.00023890042
8707050,108,0,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.00037483618,0.66538596,0.00037483618,0.00037483618,0.00037483618,0.31812122,0.00037483618
9175625,108,0,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.9884916,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631,0.0002557631
9245791,108,0,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.98154086,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902,0.0004101902
9591694,108,0,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.48956397,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.00023127784,0.5002598,0.00023127784
10051610,108,0,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.7010659,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.27501923,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122,0.0005435122
10087618,108,0,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.00067938544,0.5931373,0.17816399,0.00067938544,0.00067938544,0.19948502,0.00067938544
10100328,108,0,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.9856136,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404,0.00031970404
10320929,108,0,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.00046254208,0.9791855,0.00046254208,0.00046254208,0.00046254208
