Topic,Documents
Topic_1,1
Topic_10,1
Topic_100,1
Topic_11,6
Topic_12,3
Topic_13,1
Topic_15,1
Topic_16,1
Topic_17,5
Topic_19,4
Topic_2,2
Topic_20,1
Topic_22,5
Topic_23,2
Topic_24,1
Topic_25,1
Topic_26,5
Topic_27,4
Topic_28,1
Topic_3,2
Topic_30,3
Topic_31,6
Topic_32,4
Topic_33,2
Topic_35,5
Topic_36,1
Topic_37,3
Topic_38,2
Topic_39,4
Topic_4,3
Topic_40,7
Topic_41,9
Topic_42,2
Topic_43,1
Topic_44,1
Topic_45,2
Topic_46,3
Topic_47,1
Topic_48,3
Topic_49,1
Topic_5,3
Topic_50,1
Topic_51,1
Topic_55,5
Topic_56,2
Topic_58,2
Topic_59,3
Topic_6,2
Topic_60,1
Topic_61,4
Topic_62,2
Topic_63,3
Topic_64,7
Topic_65,1
Topic_66,1
Topic_67,4
Topic_68,3
Topic_69,2
Topic_7,12
Topic_70,5
Topic_71,5
Topic_72,1
Topic_73,1
Topic_74,2
Topic_75,1
Topic_76,1
Topic_77,7
Topic_79,2
Topic_8,1
Topic_80,2
Topic_81,1
Topic_82,1
Topic_83,1
Topic_84,1
Topic_85,2
Topic_86,4
Topic_87,5
Topic_88,1
Topic_89,1
Topic_9,4
Topic_92,4
Topic_93,1
Topic_94,3
Topic_95,6
Topic_96,1
Topic_97,1
Topic_98,1
Topic_99,4
