DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69,Topic_70,Topic_71
8042410,108,0,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.98506206,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582,0.00021340582
8132718,108,0,0.0001498389,0.9895117,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389,0.0001498389
8673465,108,0,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.9887964,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561,0.0001600561
8707050,108,0,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.9830017,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213,0.00024284213
9175625,108,0,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.98879623,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056,0.000160056
9245791,108,0,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.9775926,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574,0.00032011574
9346876,108,0,0.00016571072,0.00016571072,0.7298507,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.00016571072,0.13699162,0.00016571072,0.00016571072,0.00016571072,0.12188979,0.00016571072,0.00016571072
9352931,108,0,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.9875201,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979,0.00017828979
9591694,108,0,0.00015145235,0.00015145235,0.8228112,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.16673915,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235,0.00015145235
10100328,108,0,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.00019837577,0.98611367,0.00019837577,0.00019837577
