Topic,Documents
Topic_1,1
Topic_10,5
Topic_12,1
Topic_13,3
Topic_14,8
Topic_15,1
Topic_16,2
Topic_17,2
Topic_18,5
Topic_19,2
Topic_2,10
Topic_20,6
Topic_21,3
Topic_23,6
Topic_24,5
Topic_26,6
Topic_27,2
Topic_28,2
Topic_29,2
Topic_3,1
Topic_30,14
Topic_31,2
Topic_32,9
Topic_33,4
Topic_34,3
Topic_35,3
Topic_36,4
Topic_37,4
Topic_38,3
Topic_39,1
Topic_40,3
Topic_41,2
Topic_42,3
Topic_43,1
Topic_44,1
Topic_45,7
Topic_46,3
Topic_47,1
Topic_48,4
Topic_5,3
Topic_50,8
Topic_51,4
Topic_52,4
Topic_53,3
Topic_54,4
Topic_55,2
Topic_56,6
Topic_57,5
Topic_58,2
Topic_59,2
Topic_6,3
Topic_60,1
Topic_62,3
Topic_63,1
Topic_64,3
Topic_66,4
Topic_67,2
Topic_68,3
Topic_69,4
Topic_7,2
Topic_70,2
Topic_71,2
Topic_72,3
Topic_8,10
Topic_9,9
