Topic,Documents
Topic_1,4
Topic_10,8
Topic_11,5
Topic_12,4
Topic_13,4
Topic_14,1
Topic_16,2
Topic_17,3
Topic_18,5
Topic_19,3
Topic_2,4
Topic_20,5
Topic_22,3
Topic_23,1
Topic_25,1
Topic_26,3
Topic_27,3
Topic_28,1
Topic_29,5
Topic_3,1
Topic_30,3
Topic_31,2
Topic_32,3
Topic_33,1
Topic_34,5
Topic_35,3
Topic_36,1
Topic_37,3
Topic_38,9
Topic_39,2
Topic_4,3
Topic_40,2
Topic_41,1
Topic_42,2
Topic_43,3
Topic_44,4
Topic_45,1
Topic_47,2
Topic_48,3
Topic_49,1
Topic_5,6
Topic_50,6
Topic_51,1
Topic_52,2
Topic_53,1
Topic_54,2
Topic_55,2
Topic_56,1
Topic_57,2
Topic_58,1
Topic_59,1
Topic_6,1
Topic_60,1
Topic_61,3
Topic_62,7
Topic_63,6
Topic_64,2
Topic_66,3
Topic_67,1
Topic_68,9
Topic_69,3
Topic_7,3
Topic_70,2
Topic_71,3
Topic_72,1
Topic_73,3
Topic_74,2
Topic_75,1
Topic_76,4
Topic_77,2
Topic_78,4
Topic_79,5
Topic_8,2
Topic_80,2
Topic_81,2
Topic_82,3
Topic_83,3
Topic_84,5
Topic_85,6
Topic_86,2
Topic_87,4
