Topic,Documents
Topic_1,5
Topic_10,6
Topic_11,5
Topic_12,7
Topic_13,3
Topic_14,2
Topic_15,3
Topic_16,1
Topic_17,2
Topic_18,3
Topic_19,8
Topic_2,2
Topic_21,2
Topic_22,4
Topic_23,2
Topic_24,3
Topic_25,2
Topic_26,2
Topic_27,2
Topic_28,1
Topic_29,9
Topic_3,7
Topic_31,3
Topic_32,2
Topic_33,2
Topic_34,1
Topic_35,6
Topic_36,7
Topic_37,2
Topic_38,5
Topic_39,1
Topic_4,2
Topic_40,6
Topic_42,2
Topic_43,2
Topic_44,4
Topic_45,5
Topic_46,4
Topic_47,2
Topic_48,2
Topic_49,6
Topic_50,2
Topic_51,7
Topic_52,3
Topic_53,3
Topic_54,3
Topic_55,3
Topic_56,3
Topic_57,5
Topic_58,3
Topic_59,8
Topic_60,2
Topic_61,4
Topic_62,2
Topic_63,2
Topic_64,3
Topic_66,5
Topic_67,3
Topic_68,5
Topic_7,1
Topic_70,7
Topic_71,3
Topic_72,3
Topic_73,3
Topic_75,3
Topic_76,3
Topic_8,1
Topic_9,5
