DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44
8042410,108,0,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.98519176,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947,0.00034436947
8132718,108,0,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.98960286,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872,0.00024178872
8673465,108,0,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.9888942,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016,0.00025827016
8707050,108,0,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.70949537,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.27404568,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712,0.0003918712
9175625,108,0,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.107482426,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.8174248,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.064503215,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662,0.00025827662
9245791,108,0,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.49329877,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.48500514,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987,0.00051655987
9346876,108,0,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.9885018,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424,0.00026739424
9352931,108,0,0.00028770292,0.00028770292,0.9553255,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.032590624,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292,0.00028770292
9591694,108,0,0.0002443972,0.0002443972,0.54666793,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.06295291,0.0002443972,0.0002443972,0.38035855,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972,0.0002443972
10100328,108,0,0.16652857,0.00032013434,0.20208827,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.6182573,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434,0.00032013434
