DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16
8042410,108,0,0.0008803696,0.00088036974,0.00088037003,0.00088036974,0.0008803695,0.0008803696,0.00088036986,0.00088037015,0.0008803699,0.52977455,0.27405697,0.0008803694,0.18472373,0.00088036974,0.00088036974,0.0008803694
8132718,108,0,0.00069447653,0.0006944767,0.0006944767,0.00069447665,0.00069447653,0.00069447653,0.0006944765,0.00069447665,0.0006944765,0.00069447653,0.98958284,0.00069447653,0.00069447653,0.0006944765,0.0006944765,0.0006944765
8673465,108,0,0.0007022749,0.000702275,0.9894659,0.0007022749,0.0007022749,0.00070227485,0.000702275,0.0007022751,0.0007022749,0.000702275,0.000702276,0.0007022749,0.0007022752,0.0007022749,0.0007022749,0.0007022749
8707050,108,0,0.0010965429,0.0010965426,0.23379909,0.0010965441,0.0010965425,0.0010965425,0.7508493,0.0010965426,0.0010965425,0.0010965426,0.0010965429,0.0010965426,0.0010965425,0.0010965425,0.0010965425,0.0010965426
9346876,108,0,0.13297673,0.00076226244,0.3495338,0.0007622629,0.00076226244,0.0007622624,0.0007622622,0.00076226256,0.00076226285,0.5075801,0.00076226244,0.0007622624,0.0007622622,0.00076226244,0.00076226227,0.0007622624
9352931,108,0,0.0007716408,0.0007716408,0.9884254,0.0007716408,0.0007716405,0.0007716406,0.0007716408,0.00077164086,0.0007716407,0.0007716416,0.00077164086,0.0007716407,0.00077164086,0.0007716407,0.0007716405,0.0007716406
9591694,108,0,0.0007102449,0.0007102448,0.00071024534,0.9893463,0.0007102447,0.0007102447,0.00071024464,0.0007102448,0.000710245,0.0007102449,0.000710245,0.0007102448,0.0007102447,0.0007102448,0.0007102448,0.0007102447
10051610,108,0,0.0014535635,0.0014535635,0.0014535633,0.0014535637,0.0014535635,0.0014535631,0.0014535637,0.0014535637,0.0014535633,0.0014535656,0.97819656,0.0014535633,0.001453563,0.0014535631,0.0014535631,0.0014535635
10087618,108,0,0.051558897,0.0018940658,0.55940175,0.0018940668,0.001894066,0.0018940658,0.0018940667,0.0018940662,0.001894066,0.0018940655,0.36441648,0.0018940662,0.0018940655,0.001894066,0.001894066,0.0018940667
10100328,108,0,0.00090583507,0.00090583507,0.98641247,0.00090583507,0.00090583507,0.0009058352,0.00090583507,0.00090583507,0.00090583495,0.0009058354,0.0009058352,0.00090583495,0.00090583495,0.00090583495,0.00090583495,0.00090583507
