Topic,Documents
Topic_1,4
Topic_10,9
Topic_11,6
Topic_12,4
Topic_13,12
Topic_14,6
Topic_15,2
Topic_17,14
Topic_18,5
Topic_19,5
Topic_2,3
Topic_20,5
Topic_22,8
Topic_23,6
Topic_24,1
Topic_25,4
Topic_26,3
Topic_27,7
Topic_28,2
Topic_29,5
Topic_3,2
Topic_30,2
Topic_31,2
Topic_32,2
Topic_34,2
Topic_35,4
Topic_36,2
Topic_37,3
Topic_38,10
Topic_39,6
Topic_4,6
Topic_40,8
Topic_41,2
Topic_42,2
Topic_43,4
Topic_44,2
Topic_47,4
Topic_48,1
Topic_49,2
Topic_5,9
Topic_50,7
Topic_51,5
Topic_52,5
Topic_53,2
Topic_54,1
Topic_55,6
Topic_56,2
Topic_57,2
Topic_58,3
Topic_59,3
Topic_6,1
Topic_60,3
Topic_61,4
Topic_62,6
Topic_7,2
Topic_8,1
Topic_9,1
