DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42
8132718,108,0,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.00024547038,0.95407027,0.00024547038,0.00024547038,0.036110897
8673465,108,0,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.9892719,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633,0.00026165633
8707050,108,0,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.983168,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277,0.00041052277
9175625,108,0,0.00028012373,0.00028012373,0.98851407,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373,0.00028012373
9245791,108,0,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.98157966,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592,0.00044925592
9591694,108,0,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.9896145,0.00025330408,0.00025330408,0.00025330408,0.00025330408,0.00025330408
10051610,108,0,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.97559327,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803,0.0005952803
10087618,108,0,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.96949315,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987,0.00074406987
10100328,108,0,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.98564285,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307,0.00035015307
10320929,108,0,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.00050660555,0.97922915
