Topic,Documents
Topic_1,4
Topic_10,2
Topic_100,2
Topic_11,4
Topic_12,6
Topic_13,1
Topic_14,2
Topic_15,1
Topic_16,3
Topic_17,2
Topic_18,4
Topic_19,3
Topic_2,2
Topic_20,1
Topic_21,1
Topic_22,7
Topic_23,1
Topic_24,3
Topic_25,1
Topic_26,3
Topic_27,2
Topic_29,3
Topic_3,4
Topic_30,1
Topic_31,1
Topic_32,1
Topic_33,2
Topic_34,1
Topic_35,6
Topic_36,4
Topic_37,2
Topic_38,3
Topic_39,1
Topic_4,1
Topic_40,2
Topic_42,1
Topic_43,3
Topic_44,4
Topic_45,4
Topic_46,2
Topic_47,2
Topic_48,3
Topic_49,6
Topic_5,1
Topic_51,6
Topic_52,4
Topic_53,1
Topic_56,2
Topic_57,3
Topic_58,6
Topic_59,7
Topic_6,4
Topic_60,1
Topic_63,2
Topic_64,1
Topic_66,4
Topic_67,3
Topic_68,3
Topic_69,6
Topic_7,3
Topic_70,6
Topic_71,4
Topic_72,2
Topic_73,4
Topic_75,3
Topic_76,2
Topic_77,3
Topic_78,2
Topic_8,2
Topic_80,3
Topic_82,3
Topic_83,6
Topic_84,3
Topic_85,4
Topic_86,1
Topic_87,1
Topic_88,3
Topic_9,2
Topic_90,1
Topic_91,4
Topic_93,3
Topic_94,2
Topic_95,3
Topic_97,1
Topic_98,3
