Topic,Documents
Topic_1,2
Topic_10,4
Topic_11,3
Topic_12,3
Topic_14,5
Topic_15,3
Topic_16,2
Topic_17,6
Topic_18,2
Topic_19,2
Topic_2,7
Topic_20,4
Topic_21,3
Topic_22,13
Topic_23,2
Topic_25,3
Topic_26,2
Topic_27,1
Topic_28,1
Topic_29,2
Topic_3,3
Topic_30,4
Topic_31,3
Topic_32,3
Topic_33,2
Topic_34,3
Topic_35,2
Topic_36,2
Topic_37,7
Topic_38,2
Topic_39,2
Topic_4,2
Topic_40,1
Topic_41,4
Topic_42,3
Topic_44,1
Topic_45,4
Topic_46,3
Topic_47,8
Topic_48,2
Topic_5,2
Topic_50,2
Topic_51,2
Topic_52,3
Topic_53,4
Topic_54,2
Topic_56,3
Topic_59,2
Topic_6,1
Topic_60,4
Topic_61,3
Topic_65,2
Topic_66,2
Topic_67,6
Topic_68,1
Topic_69,1
Topic_7,6
Topic_70,6
Topic_71,8
Topic_72,1
Topic_75,4
Topic_77,4
Topic_78,1
Topic_79,3
Topic_8,3
Topic_80,2
Topic_81,3
Topic_83,4
Topic_85,1
Topic_86,12
Topic_87,3
Topic_89,2
Topic_90,2
Topic_91,2
Topic_92,2
