Topic,Documents
Topic_1,3
Topic_10,5
Topic_11,3
Topic_12,5
Topic_13,4
Topic_14,1
Topic_15,1
Topic_16,2
Topic_17,6
Topic_18,3
Topic_19,3
Topic_2,4
Topic_20,1
Topic_21,4
Topic_22,4
Topic_23,2
Topic_24,3
Topic_25,3
Topic_26,4
Topic_27,3
Topic_29,4
Topic_3,8
Topic_30,4
Topic_31,7
Topic_32,5
Topic_33,3
Topic_34,1
Topic_35,6
Topic_36,11
Topic_37,3
Topic_38,7
Topic_39,1
Topic_4,5
Topic_40,7
Topic_41,4
Topic_42,2
Topic_43,2
Topic_44,6
Topic_45,6
Topic_46,3
Topic_49,6
Topic_5,3
Topic_50,1
Topic_51,9
Topic_52,5
Topic_53,3
Topic_54,2
Topic_55,3
Topic_56,1
Topic_57,13
Topic_58,6
Topic_59,10
Topic_60,5
Topic_7,4
Topic_8,6
Topic_9,4
