TopicID,Topic,Rank,WordID,Word,Probability
0,Topic_1,1,554,disease,0.06553047
0,Topic_1,2,605,prion,0.05149879
0,Topic_1,3,636,prnp,0.02344147
0,Topic_1,4,655,familial,0.018765332
0,Topic_1,5,74,interaction,0.01876506
0,Topic_1,6,602,mutation,0.018764177
0,Topic_1,7,616,gss,0.018763753
0,Topic_1,8,642,case,0.0140881585
0,Topic_1,9,598,disorder,0.014087845
0,Topic_1,10,670,inherited,0.01408717
0,Topic_1,11,224,form,0.014087107
0,Topic_1,12,656,fatal,0.009414144
0,Topic_1,13,658,insomnia,0.009412867
0,Topic_1,14,506,clinical,0.00941249
0,Topic_1,15,630,amyloid,0.009412041
0,Topic_1,16,615,deposit,0.009412041
0,Topic_1,17,249,formation,0.009412041
0,Topic_1,18,280,human,0.009412041
0,Topic_1,19,456,involving,0.00941204
0,Topic_1,20,336,vitro,0.009412038
1,Topic_2,1,602,mutation,0.06156572
1,Topic_2,2,601,mouse,0.037071552
1,Topic_2,3,78,mutant,0.033359215
1,Topic_2,4,321,effect,0.023354886
1,Topic_2,5,554,disease,0.020407416
1,Topic_2,6,273,beta,0.019919088
1,Topic_2,7,699,alzheimers,0.016141769
1,Topic_2,8,280,human,0.015249342
1,Topic_2,9,88,result,0.014803
1,Topic_2,10,93,study,0.012525816
1,Topic_2,11,95,two,0.011398058
1,Topic_2,12,302,expressing,0.01139768
1,Topic_2,13,630,amyloid,0.011397679
1,Topic_2,14,576,pathogenic,0.01139147
1,Topic_2,15,530,cause,0.010607767
1,Topic_2,16,477,compared,0.010493294
1,Topic_2,17,494,processing,0.008557208
1,Topic_2,18,427,construct,0.008557208
1,Topic_2,19,825,app,0.008557208
1,Topic_2,20,854,presenilin,0.008557208
2,Topic_3,1,210,site,0.08356778
2,Topic_3,2,185,signal,0.049467567
2,Topic_3,3,321,effect,0.03713965
2,Topic_3,4,45,specific,0.030649632
2,Topic_3,5,3,along,0.024811719
2,Topic_3,6,119,localization,0.024787724
2,Topic_3,7,216,system,0.02478772
2,Topic_3,8,196,bind,0.024787718
2,Topic_3,9,310,particular,0.022595573
2,Topic_3,10,318,date,0.022595573
2,Topic_3,11,329,molecular,0.021584991
2,Topic_3,12,207,present,0.018564109
2,Topic_3,13,113,function,0.015914056
2,Topic_3,14,204,may,0.01583353
2,Topic_3,15,95,two,0.015706986
2,Topic_3,16,20,found,0.014886387
2,Topic_3,17,93,study,0.01346392
2,Topic_3,18,333,role,0.013443293
2,Topic_3,19,330,provided,0.012483756
2,Topic_3,20,328,little,0.012483756
3,Topic_4,1,78,mutant,0.041138347
3,Topic_4,2,753,apoptosis,0.03918352
3,Topic_4,3,426,treatment,0.03481643
3,Topic_4,4,117,level,0.03162623
3,Topic_4,5,35,observed,0.030544592
3,Topic_4,6,52,tumor,0.029829614
3,Topic_4,7,513,cancer,0.028171558
3,Topic_4,8,269,transfer,0.022410654
3,Topic_4,9,838,apoptotic,0.02211278
3,Topic_4,10,126,response,0.019439794
3,Topic_4,11,229,line,0.019313503
3,Topic_4,12,88,result,0.01904009
3,Topic_4,13,280,human,0.018150738
3,Topic_4,14,417,examined,0.017469615
3,Topic_4,15,478,dna,0.014747668
3,Topic_4,16,780,breast,0.013636887
3,Topic_4,17,271,agent,0.013636887
3,Topic_4,18,278,evidence,0.013616944
3,Topic_4,19,73,however,0.013082606
3,Topic_4,20,557,potential,0.0123322215
4,Topic_5,1,18,expression,0.04207968
4,Topic_5,2,495,reduced,0.031832512
4,Topic_5,3,719,carcinoma,0.027859718
4,Topic_5,4,52,tumor,0.023886923
4,Topic_5,5,513,cancer,0.023602687
4,Topic_5,6,28,method,0.021199368
4,Topic_5,7,808,node,0.019914124
4,Topic_5,8,806,lymph,0.019914124
4,Topic_5,9,388,antibody,0.019914124
4,Topic_5,10,280,human,0.019591574
4,Topic_5,11,485,rna,0.013818145
4,Topic_5,12,673,chromosome,0.011968528
4,Topic_5,13,87,receptor,0.011968528
4,Topic_5,14,741,metastasis,0.011968528
4,Topic_5,15,204,may,0.011968528
4,Topic_5,16,375,showed,0.011968528
4,Topic_5,17,70,fluorescent,0.0119684795
4,Topic_5,18,515,useful,0.011634367
4,Topic_5,19,436,quantified,0.011634328
4,Topic_5,20,88,result,0.0106174555
5,Topic_6,1,61,complex,0.046270136
5,Topic_6,2,117,level,0.03987599
5,Topic_6,3,486,sample,0.035862736
5,Topic_6,4,467,mrna,0.035678063
5,Topic_6,5,719,carcinoma,0.031031026
5,Topic_6,6,120,molecule,0.030888159
5,Topic_6,7,380,type,0.027302274
5,Topic_6,8,522,phase,0.025870949
5,Topic_6,9,325,ii,0.025870597
5,Topic_6,10,28,method,0.024862885
5,Topic_6,11,783,elevated,0.023800064
5,Topic_6,12,31,normal,0.023798753
5,Topic_6,13,112,fluorescence,0.02155427
5,Topic_6,14,74,interaction,0.019521328
5,Topic_6,15,87,receptor,0.015548784
5,Topic_6,16,239,imaging,0.015516024
5,Topic_6,17,740,many,0.015425615
5,Topic_6,18,329,molecular,0.015093267
5,Topic_6,19,93,study,0.014216967
5,Topic_6,20,338,correlation,0.012614808
6,Topic_7,1,117,level,0.03440322
6,Topic_7,2,18,expression,0.028900884
6,Topic_7,3,467,mrna,0.028126063
6,Topic_7,4,719,carcinoma,0.023822233
6,Topic_7,5,52,tumor,0.023028905
6,Topic_7,6,335,tissue,0.017327309
6,Topic_7,7,88,result,0.01686524
6,Topic_7,8,198,coli,0.01658623
6,Topic_7,9,154,activity,0.015308931
6,Topic_7,10,461,stage,0.013724703
6,Topic_7,11,78,mutant,0.0133889625
6,Topic_7,12,55,also,0.012878205
6,Topic_7,13,601,mouse,0.012435004
6,Topic_7,14,378,suggest,0.010147569
6,Topic_7,15,514,higher,0.009692896
6,Topic_7,16,745,growth,0.009622633
6,Topic_7,17,513,cancer,0.009564529
6,Topic_7,18,321,effect,0.009504595
6,Topic_7,19,281,increased,0.009470616
6,Topic_7,20,477,compared,0.009395464
7,Topic_8,1,850,shh,0.23796318
7,Topic_8,2,842,hedgehog,0.09604133
7,Topic_8,3,852,neural,0.08867755
7,Topic_8,4,13,development,0.080216356
7,Topic_8,5,453,tube,0.058941644
7,Topic_8,6,186,signaling,0.057953313
7,Topic_8,7,845,sonic,0.052142657
7,Topic_8,8,113,function,0.047532324
7,Topic_8,9,730,lead,0.023055132
7,Topic_8,10,333,role,0.017832896
7,Topic_8,11,550,report,0.01599017
7,Topic_8,12,809,secreted,0.015126851
7,Topic_8,13,253,required,0.014640956
7,Topic_8,14,16,early,0.014117538
7,Topic_8,15,126,response,0.012413362
7,Topic_8,16,199,essential,0.012074945
7,Topic_8,17,335,tissue,0.010234111
7,Topic_8,18,93,study,0.008392834
7,Topic_8,19,761,variety,0.007721754
7,Topic_8,20,565,additional,0.007225134
8,Topic_9,1,534,polymorphism,0.076337546
8,Topic_9,2,602,mutation,0.043686967
8,Topic_9,3,824,ad,0.043680444
8,Topic_9,4,358,association,0.043680444
8,Topic_9,5,482,patient,0.03279474
8,Topic_9,6,136,associated,0.03279474
8,Topic_9,7,593,p,0.03279474
8,Topic_9,8,93,study,0.02191028
8,Topic_9,9,642,case,0.02190903
8,Topic_9,10,16,early,0.02190903
8,Topic_9,11,208,region,0.02190903
8,Topic_9,12,287,regulatory,0.02190903
8,Topic_9,13,693,onset,0.02190903
8,Topic_9,14,685,linkage,0.02190903
8,Topic_9,15,791,promoter,0.02190903
8,Topic_9,16,699,alzheimers,0.021909025
8,Topic_9,17,20,found,0.021909025
8,Topic_9,18,554,disease,0.021909025
8,Topic_9,19,313,three,0.021909023
8,Topic_9,20,583,simple,0.011023279
9,Topic_10,1,602,mutation,0.1384591
9,Topic_10,2,707,apc,0.100104086
9,Topic_10,3,709,colorectal,0.053594913
9,Topic_10,4,513,cancer,0.05273069
9,Topic_10,5,52,tumor,0.038667303
9,Topic_10,6,208,region,0.03218486
9,Topic_10,7,705,adenoma,0.028650453
9,Topic_10,8,716,colon,0.02346281
9,Topic_10,9,735,repair,0.022212742
9,Topic_10,10,734,mismatch,0.020382233
9,Topic_10,11,721,somatic,0.017865865
9,Topic_10,12,666,alteration,0.015722916
9,Topic_10,13,55,also,0.013584655
9,Topic_10,14,613,codon,0.0131624425
9,Topic_10,15,767,deficiency,0.013046583
9,Topic_10,16,20,found,0.012967543
9,Topic_10,17,643,cluster,0.011293135
9,Topic_10,18,482,patient,0.011073623
9,Topic_10,19,29,negative,0.00959154
9,Topic_10,20,235,suggested,0.009575778
10,Topic_11,1,843,limb,0.054787036
10,Topic_11,2,18,expression,0.053709053
10,Topic_11,3,850,shh,0.04690142
10,Topic_11,4,261,domain,0.034963004
10,Topic_11,5,154,activity,0.027539127
10,Topic_11,6,846,bud,0.026307983
10,Topic_11,7,17,expressed,0.022045184
10,Topic_11,8,842,hedgehog,0.018149946
10,Topic_11,9,262,element,0.016551234
10,Topic_11,10,601,mouse,0.016551234
10,Topic_11,11,150,revealed,0.016551234
10,Topic_11,12,249,formation,0.016551234
10,Topic_11,13,658,insomnia,0.01654525
10,Topic_11,14,651,homozygous,0.016545108
10,Topic_11,15,74,interaction,0.014666747
10,Topic_11,16,78,mutant,0.014498772
10,Topic_11,17,644,developing,0.011057275
10,Topic_11,18,208,region,0.011057275
10,Topic_11,19,335,tissue,0.011057275
10,Topic_11,20,145,mechanism,0.011057274
11,Topic_12,1,753,apoptosis,0.117776506
11,Topic_12,2,152,activation,0.038083054
11,Topic_12,3,754,death,0.02876053
11,Topic_12,4,838,apoptotic,0.027652329
11,Topic_12,5,126,response,0.023963481
11,Topic_12,6,775,induces,0.02286122
11,Topic_12,7,478,dna,0.02146148
11,Topic_12,8,8,cellular,0.020596595
11,Topic_12,9,736,suppressor,0.01759254
11,Topic_12,10,121,nuclear,0.017130334
11,Topic_12,11,204,may,0.01712891
11,Topic_12,12,18,expression,0.016408086
11,Topic_12,13,145,mechanism,0.013630014
11,Topic_12,14,810,suppression,0.013187434
11,Topic_12,15,839,irradiation,0.012541321
11,Topic_12,16,400,ability,0.012169145
11,Topic_12,17,154,activity,0.012071581
11,Topic_12,18,439,transcriptional,0.011858595
11,Topic_12,19,840,damage,0.011551527
11,Topic_12,20,282,inhibition,0.011308934
12,Topic_13,1,824,ad,0.14028347
12,Topic_13,2,818,apoe,0.098249614
12,Topic_13,3,554,disease,0.04636758
12,Topic_13,4,528,allele,0.04321849
12,Topic_13,5,640,age,0.03595159
12,Topic_13,6,358,association,0.02986955
12,Topic_13,7,699,alzheimers,0.029043842
12,Topic_13,8,482,patient,0.027962131
12,Topic_13,9,265,factor,0.027220938
12,Topic_13,10,591,e,0.027171573
12,Topic_13,11,88,result,0.026925948
12,Topic_13,12,819,apolipoprotein,0.026798094
12,Topic_13,13,273,beta,0.018178709
12,Topic_13,14,663,relationship,0.0181065
12,Topic_13,15,638,sporadic,0.017946588
12,Topic_13,16,580,confirm,0.017811151
