Topic,Documents
Topic_1,3
Topic_10,4
Topic_11,1
Topic_12,1
Topic_13,1
Topic_14,7
Topic_15,4
Topic_16,1
Topic_17,7
Topic_18,3
Topic_19,5
Topic_2,5
Topic_20,2
Topic_21,3
Topic_22,5
Topic_23,4
Topic_24,1
Topic_25,2
Topic_26,2
Topic_27,4
Topic_28,3
Topic_29,3
Topic_3,4
Topic_30,3
Topic_31,5
Topic_32,1
Topic_33,2
Topic_34,2
Topic_35,1
Topic_36,2
Topic_37,5
Topic_38,6
Topic_39,3
Topic_4,3
Topic_40,2
Topic_41,2
Topic_42,2
Topic_43,1
Topic_44,2
Topic_45,9
Topic_47,2
Topic_48,2
Topic_49,2
Topic_5,1
Topic_51,1
Topic_52,1
Topic_53,3
Topic_54,4
Topic_55,1
Topic_56,5
Topic_57,2
Topic_58,1
Topic_59,3
Topic_6,1
Topic_60,3
Topic_61,3
Topic_63,2
Topic_65,3
Topic_66,3
Topic_67,1
Topic_68,3
Topic_7,9
Topic_70,2
Topic_71,3
Topic_72,1
Topic_74,3
Topic_75,1
Topic_76,1
Topic_77,2
Topic_78,3
Topic_79,4
Topic_8,1
Topic_80,3
Topic_82,2
Topic_83,7
Topic_84,2
Topic_86,15
Topic_87,2
Topic_88,2
Topic_89,2
Topic_9,2
