Topic,Documents
Topic_10,4
Topic_12,2
Topic_13,3
Topic_14,7
Topic_15,2
Topic_16,1
Topic_17,2
Topic_18,4
Topic_19,1
Topic_2,13
Topic_20,5
Topic_22,2
Topic_23,2
Topic_24,5
Topic_26,10
Topic_27,4
Topic_28,3
Topic_29,3
Topic_3,4
Topic_30,4
Topic_31,3
Topic_32,8
Topic_33,8
Topic_34,3
Topic_35,1
Topic_36,5
Topic_38,4
Topic_39,4
Topic_4,2
Topic_41,2
Topic_42,1
Topic_44,2
Topic_45,7
Topic_46,4
Topic_48,5
Topic_49,9
Topic_50,7
Topic_51,1
Topic_52,5
Topic_53,5
Topic_54,5
Topic_55,1
Topic_56,2
Topic_57,1
Topic_58,4
Topic_59,4
Topic_6,5
Topic_60,1
Topic_61,3
Topic_62,1
Topic_63,4
Topic_64,2
Topic_65,1
Topic_66,4
Topic_67,3
Topic_68,3
Topic_69,6
Topic_7,1
Topic_70,3
Topic_8,12
Topic_9,7
