Topic,Documents
Topic_1,2
Topic_10,4
Topic_11,7
Topic_12,2
Topic_13,2
Topic_14,2
Topic_15,2
Topic_17,5
Topic_18,1
Topic_19,4
Topic_2,7
Topic_20,1
Topic_21,2
Topic_22,3
Topic_23,2
Topic_24,2
Topic_25,2
Topic_26,7
Topic_27,1
Topic_28,6
Topic_29,2
Topic_3,3
Topic_30,5
Topic_31,7
Topic_32,6
Topic_33,1
Topic_35,4
Topic_36,6
Topic_37,3
Topic_38,4
Topic_39,2
Topic_4,5
Topic_40,1
Topic_41,6
Topic_42,14
Topic_43,1
Topic_45,2
Topic_46,2
Topic_47,3
Topic_48,4
Topic_49,2
Topic_5,6
Topic_50,4
Topic_53,5
Topic_55,7
Topic_56,2
Topic_58,4
Topic_59,2
Topic_6,6
Topic_60,3
Topic_61,4
Topic_62,1
Topic_63,7
Topic_64,8
Topic_65,1
Topic_66,3
Topic_67,3
Topic_68,2
Topic_69,4
Topic_7,7
Topic_70,7
Topic_8,4
Topic_9,3
