Topic,Documents
Topic_1,3
Topic_10,2
Topic_11,1
Topic_13,5
Topic_14,9
Topic_16,5
Topic_17,1
Topic_18,3
Topic_19,1
Topic_2,15
Topic_20,7
Topic_21,6
Topic_23,3
Topic_24,6
Topic_26,7
Topic_27,6
Topic_28,2
Topic_29,5
Topic_3,2
Topic_30,8
Topic_31,1
Topic_32,5
Topic_33,6
Topic_34,2
Topic_35,2
Topic_36,3
Topic_37,2
Topic_38,6
Topic_39,4
Topic_4,1
Topic_40,2
Topic_41,2
Topic_42,3
Topic_43,2
Topic_44,1
Topic_45,4
Topic_46,4
Topic_48,5
Topic_49,4
Topic_5,3
Topic_50,7
Topic_51,2
Topic_52,6
Topic_53,7
Topic_54,4
Topic_55,3
Topic_56,3
Topic_57,1
Topic_58,1
Topic_59,3
Topic_6,6
Topic_60,1
Topic_61,1
Topic_62,3
Topic_63,7
Topic_7,1
Topic_8,10
Topic_9,15
