Topic,Documents
Topic_1,4
Topic_10,1
Topic_11,3
Topic_12,3
Topic_13,5
Topic_14,2
Topic_15,3
Topic_16,1
Topic_17,4
Topic_18,2
Topic_19,3
Topic_2,2
Topic_20,1
Topic_21,5
Topic_22,5
Topic_23,4
Topic_24,2
Topic_26,4
Topic_27,3
Topic_28,1
Topic_29,3
Topic_3,5
Topic_30,3
Topic_31,5
Topic_32,2
Topic_33,1
Topic_34,2
Topic_35,2
Topic_36,2
Topic_37,1
Topic_38,5
Topic_39,6
Topic_40,1
Topic_41,2
Topic_42,1
Topic_43,2
Topic_44,2
Topic_45,3
Topic_46,2
Topic_47,1
Topic_49,6
Topic_5,4
Topic_50,2
Topic_51,2
Topic_52,2
Topic_54,2
Topic_55,1
Topic_56,4
Topic_57,4
Topic_58,4
Topic_59,4
Topic_6,1
Topic_60,5
Topic_61,2
Topic_62,1
Topic_63,1
Topic_64,3
Topic_66,5
Topic_67,2
Topic_68,6
Topic_69,4
Topic_7,3
Topic_70,8
Topic_71,1
Topic_72,2
Topic_73,3
Topic_75,6
Topic_77,2
Topic_78,3
Topic_79,1
Topic_80,4
Topic_81,1
Topic_82,6
Topic_83,8
Topic_84,3
Topic_86,1
Topic_88,3
Topic_89,3
Topic_9,5
Topic_90,2
Topic_91,1
