Topic,Documents
Topic_1,10
Topic_10,5
Topic_11,1
Topic_12,2
Topic_13,3
Topic_14,9
Topic_15,1
Topic_16,2
Topic_17,4
Topic_18,4
Topic_19,3
Topic_2,14
Topic_20,8
Topic_21,1
Topic_22,3
Topic_23,5
Topic_24,4
Topic_26,5
Topic_27,7
Topic_28,4
Topic_29,5
Topic_30,13
Topic_31,1
Topic_32,9
Topic_33,4
Topic_34,3
Topic_35,2
Topic_36,13
Topic_38,5
Topic_39,2
Topic_4,3
Topic_40,3
Topic_41,2
Topic_42,6
Topic_43,2
Topic_45,4
Topic_46,6
Topic_47,2
Topic_48,5
Topic_49,9
Topic_5,3
Topic_50,8
Topic_51,3
Topic_52,5
Topic_53,2
Topic_6,4
Topic_7,2
Topic_8,12
Topic_9,7
