DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32
8042410,108,0,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.00044015452,0.9863552,0.00044015452
8132718,108,0,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.9892358,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122,0.00034723122
8673465,108,0,0.0003511344,0.0003511344,0.9891148,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344,0.0003511344
8707050,108,0,0.0005482737,0.0005482737,0.35339022,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.6301616,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737,0.0005482737
9346876,108,0,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.49282688,0.00038112674,0.00038112674,0.00038112674,0.4957393,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674,0.00038112674
9352931,108,0,0.00038582468,0.00038582468,0.19691275,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.79151255,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468,0.00038582468
9591694,108,0,0.00035511958,0.00035511958,0.00035511958,0.9889913,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958,0.00035511958
10051610,108,0,0.0007268137,0.0007268137,0.30621693,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.0007268137,0.67197865
10087618,108,0,0.0009470042,0.0009470042,0.97064286,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042,0.0009470042
10100328,108,0,0.00045294073,0.00045294073,0.43708864,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.050968993,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.49880704,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.00045294073,0.00045294073
10320929,108,0,0.0006649741,0.0006649741,0.09397886,0.0006649741,0.33443266,0.0006649741,0.0006649741,0.0006649741,0.0006649741,0.0006649741,0.31868884,0.0006649741,0.0006649741,0.0006649741,0.0006649741,0.0006649741,0.0006649741,0.0006649741,0.0006649741,0.0006649741,0.0006649741,0.0006649741,0.0006649741,0.0006649741,0.0006649741,0.0006649741,0.0006649741,0.23428036,0.0006649741,0.0006649741,0.0006649741,0.0006649741
