Topic,Documents
Topic_1,2
Topic_10,1
Topic_11,15
Topic_12,2
Topic_13,1
Topic_15,2
Topic_16,1
Topic_17,3
Topic_18,1
Topic_19,3
Topic_20,2
Topic_21,1
Topic_22,4
Topic_23,2
Topic_24,2
Topic_25,3
Topic_26,9
Topic_27,4
Topic_28,4
Topic_29,3
Topic_30,1
Topic_31,3
Topic_32,4
Topic_33,3
Topic_34,5
Topic_35,3
Topic_36,7
Topic_37,3
Topic_38,3
Topic_39,3
Topic_4,5
Topic_40,5
Topic_41,6
Topic_42,2
Topic_45,2
Topic_46,2
Topic_47,3
Topic_48,1
Topic_49,3
Topic_5,5
Topic_50,1
Topic_51,2
Topic_52,1
Topic_53,2
Topic_54,1
Topic_55,4
Topic_56,3
Topic_57,2
Topic_58,4
Topic_59,3
Topic_6,4
Topic_60,4
Topic_61,1
Topic_62,1
Topic_63,5
Topic_64,3
Topic_65,2
Topic_67,1
Topic_68,1
Topic_69,5
Topic_7,7
Topic_70,4
Topic_71,2
Topic_72,2
Topic_73,4
Topic_74,7
Topic_75,3
Topic_76,1
Topic_77,10
Topic_79,2
Topic_8,1
Topic_81,6
Topic_82,2
Topic_83,4
Topic_9,1
