DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37
8132718,108,0,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.98996955,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417,0.0002786417
8673465,108,0,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.98930794,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097,0.0002970097
8707050,108,0,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.5663523,0.0004660105,0.41733733,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105,0.0004660105
9175625,108,0,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.98855317,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769,0.0003179769
9245791,108,0,0.0005099648,0.0005099648,0.9816412,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648,0.0005099648
9591694,108,0,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.13748635,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.00028753493,0.8524499
10051610,108,0,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.0006757645,0.53224283,0.44410545
10087618,108,0,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.9695936,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157,0.00084462157
10100328,108,0,0.98569304,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953,0.00039746953
10320929,108,0,0.0005751187,0.0005751187,0.06263584,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.25562316,0.11161779,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.2883235,0.0005751187,0.26339588,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187,0.0005751187
