Topic,Documents
Topic_1,3
Topic_10,5
Topic_11,6
Topic_12,3
Topic_13,3
Topic_14,1
Topic_15,1
Topic_17,7
Topic_18,9
Topic_19,1
Topic_2,2
Topic_20,2
Topic_21,1
Topic_22,8
Topic_23,5
Topic_25,6
Topic_26,4
Topic_27,4
Topic_28,1
Topic_29,8
Topic_3,3
Topic_30,4
Topic_31,2
Topic_32,4
Topic_33,3
Topic_34,10
Topic_35,4
Topic_37,3
Topic_38,6
Topic_39,4
Topic_4,5
Topic_40,5
Topic_41,3
Topic_42,3
Topic_43,2
Topic_44,2
Topic_46,1
Topic_47,1
Topic_48,2
Topic_49,1
Topic_5,8
Topic_50,5
Topic_51,2
Topic_52,6
Topic_53,7
Topic_54,3
Topic_55,2
Topic_56,2
Topic_57,1
Topic_58,3
Topic_59,2
Topic_6,8
Topic_60,2
Topic_61,1
Topic_62,5
Topic_63,5
Topic_64,3
Topic_65,3
Topic_66,2
Topic_67,7
Topic_68,3
Topic_69,5
Topic_7,4
Topic_8,1
Topic_9,2
