Topic,Documents
Topic_1,4
Topic_10,7
Topic_11,10
Topic_12,2
Topic_13,3
Topic_14,3
Topic_16,1
Topic_17,7
Topic_18,5
Topic_19,5
Topic_2,4
Topic_20,7
Topic_22,5
Topic_23,3
Topic_24,1
Topic_25,3
Topic_26,3
Topic_27,4
Topic_28,1
Topic_29,4
Topic_3,4
Topic_30,4
Topic_31,1
Topic_32,1
Topic_33,2
Topic_34,10
Topic_35,4
Topic_36,2
Topic_37,2
Topic_38,8
Topic_39,5
Topic_4,3
Topic_40,1
Topic_41,4
Topic_42,2
Topic_44,1
Topic_45,2
Topic_47,2
Topic_48,2
Topic_49,3
Topic_5,8
Topic_50,7
Topic_51,2
Topic_52,5
Topic_53,2
Topic_54,3
Topic_55,4
Topic_56,3
Topic_57,2
Topic_58,3
Topic_59,2
Topic_6,3
Topic_60,2
Topic_61,1
Topic_62,6
Topic_63,3
Topic_64,3
Topic_66,3
Topic_67,5
Topic_68,4
Topic_69,3
Topic_7,3
Topic_70,3
Topic_71,4
Topic_72,4
Topic_73,5
Topic_8,1
Topic_9,1
