Topic,Documents
Topic_1,6
Topic_10,3
Topic_11,20
Topic_12,2
Topic_13,4
Topic_15,3
Topic_17,8
Topic_18,3
Topic_19,4
Topic_2,3
Topic_20,4
Topic_21,2
Topic_22,5
Topic_23,4
Topic_24,3
Topic_25,3
Topic_26,11
Topic_27,2
Topic_28,2
Topic_29,4
Topic_3,5
Topic_30,3
Topic_31,11
Topic_32,2
Topic_33,2
Topic_34,4
Topic_35,6
Topic_36,8
Topic_37,2
Topic_38,4
Topic_39,2
Topic_4,2
Topic_40,5
Topic_41,6
Topic_42,5
Topic_44,3
Topic_45,2
Topic_46,1
Topic_47,1
Topic_48,2
Topic_49,5
Topic_5,7
Topic_50,6
Topic_51,3
Topic_52,4
Topic_54,2
Topic_55,7
Topic_56,7
Topic_6,7
Topic_7,15
Topic_8,2
Topic_9,3
