DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44
8042410,108,0,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.98583597,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916,0.0003293916
8673465,108,0,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.98889416,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893,0.00025826893
9175625,108,0,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.17652136,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.81124026,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662,0.00029138662
9245791,108,0,0.00052857905,0.4172037,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.41327813,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.14784573,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905,0.00052857905
9346876,108,0,0.87208056,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.11641775,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036,0.00027384036
9352931,108,0,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.8329415,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.15527312,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599,0.000280599
10051610,108,0,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.0005411637,0.27463463,0.7026365
10087618,108,0,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.37971604,0.0007837474,0.0007837474,0.0007837474,0.4789788,0.0007837474,0.0007837474,0.109170794,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474,0.0007837474
10320929,108,0,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.13034172,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.84934723,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634,0.00048358634
10700148,108,0,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.0006313395,0.9728523,0.0006313395,0.0006313395,0.0006313395,0.0006313395
