Topic,Documents
Topic_1,4
Topic_10,4
Topic_11,5
Topic_12,4
Topic_13,2
Topic_14,6
Topic_15,3
Topic_16,3
Topic_17,11
Topic_18,2
Topic_19,2
Topic_2,5
Topic_20,3
Topic_21,3
Topic_22,13
Topic_23,1
Topic_25,2
Topic_26,1
Topic_27,3
Topic_28,3
Topic_3,1
Topic_30,6
Topic_31,4
Topic_32,1
Topic_33,2
Topic_34,4
Topic_35,1
Topic_36,1
Topic_37,5
Topic_38,2
Topic_39,3
Topic_4,3
Topic_40,3
Topic_41,4
Topic_42,3
Topic_44,2
Topic_45,12
Topic_47,5
Topic_48,3
Topic_49,2
Topic_5,3
Topic_50,5
Topic_51,1
Topic_52,3
Topic_53,1
Topic_54,2
Topic_55,3
Topic_56,2
Topic_57,2
Topic_58,2
Topic_59,2
Topic_6,2
Topic_60,4
Topic_61,3
Topic_64,2
Topic_65,2
Topic_66,4
Topic_67,5
Topic_68,5
Topic_7,7
Topic_70,7
Topic_71,8
Topic_72,1
Topic_74,1
Topic_75,4
Topic_77,3
Topic_78,1
Topic_79,4
Topic_80,1
Topic_9,3
