Topic,Documents
Topic_1,7
Topic_10,7
Topic_11,5
Topic_12,10
Topic_13,2
Topic_15,2
Topic_17,9
Topic_18,5
Topic_19,3
Topic_2,5
Topic_20,3
Topic_22,6
Topic_23,5
Topic_25,4
Topic_26,4
Topic_27,2
Topic_28,2
Topic_29,4
Topic_30,1
Topic_31,1
Topic_32,4
Topic_33,3
Topic_34,5
Topic_35,2
Topic_36,2
Topic_38,4
Topic_39,3
Topic_4,5
Topic_40,4
Topic_41,3
Topic_42,3
Topic_43,2
Topic_44,3
Topic_45,1
Topic_46,2
Topic_48,1
Topic_49,3
Topic_5,6
Topic_50,4
Topic_51,4
Topic_52,4
Topic_53,1
Topic_54,7
Topic_55,6
Topic_56,2
Topic_57,3
Topic_58,1
Topic_59,1
Topic_6,4
Topic_60,4
Topic_61,3
Topic_62,7
Topic_63,4
Topic_64,3
Topic_65,1
Topic_67,3
Topic_68,5
Topic_69,5
Topic_7,4
Topic_73,3
Topic_74,2
Topic_76,8
Topic_78,2
Topic_79,5
Topic_9,1
