ExperimentID,Fold,Topics,UMass,CV,UCI,NPMI,AbsUMass,AbsCV,AbsUCI,AbsNPMI,NAC_UMass,NAC_CV,NAC_UCI,NAC_NPMI
F2_K007,2,7,-2.447235811550168,0.5480666335063782,-2.2651950097160145,-0.0074746211346091,2.447235811550168,0.5480666335063782,2.2651950097160145,0.0074746211346091,0.44496091287581463,1.0,0.352191444586366,0.041964099333789535
F2_K008,2,8,-3.684566509149204,0.4406420044784286,-3.513216516011388,-0.0550577974366222,3.684566509149204,0.4406420044784286,3.513216516011388,0.0550577974366222,0.6699346543250249,0.8039934882722624,0.5462332358192211,0.30910608566261555
F2_K009,2,9,-3.111260911078657,0.4984882223921809,-3.2157423146211883,-0.0440852347614545,3.111260911078657,0.4984882223921809,3.2157423146211883,0.0440852347614545,0.5656951768417754,0.9095394463315375,0.49998208822909607,0.24750380485737586
F2_K010,2,10,-3.2751279770600683,0.483106350705161,-3.445266126203129,-0.0500635233461097,3.2751279770600683,0.483106350705161,3.445266126203129,0.0500635233461097,0.5954897879394216,0.8814737500336057,0.5356683414749687,0.2810671777019115
F2_K011,2,11,-3.273396117128178,0.4742125770812452,-3.4122831064826573,-0.0482515241308165,3.273396117128178,0.4742125770812452,3.4122831064826573,0.0482515241308165,0.5951748979837297,0.865246209292773,0.5305401572293086,0.2708942319841364
F2_K012,2,12,-3.6480466832593823,0.4972802776412532,-3.6008486903697468,-0.0526790811802586,3.6480466832593823,0.4972802776412532,3.6008486903697468,0.0526790811802586,0.6632945524642615,0.907335435583429,0.5598582446803274,0.295751470964253
F2_K013,2,13,-3.991032122485133,0.4669449689945011,-4.030161894302377,-0.0794001410769039,3.991032122485133,0.4669449689945011,4.030161894302377,0.0794001410769039,0.7256567953755118,0.8519857631308748,0.6266076577880271,0.4457691362897886
F2_K014,2,14,-3.529151532249475,0.4756898653678574,-3.426738351928102,-0.0469725089514212,3.529151532249475,0.4756898653678574,3.426738351928102,0.0469725089514212,0.6416768175977694,0.8679416630867047,0.5327876519277539,0.26371357104213194
F2_K015,2,15,-2.9701572415039914,0.5245017388727596,-3.310718700460591,-0.0391856097246073,2.9701572415039914,0.5245017388727596,3.310718700460591,0.0391856097246073,0.5400394483142087,0.9570035955612607,0.5147489716042121,0.21999627664399699
F2_K016,2,16,-3.4386840882052754,0.491634952320919,-3.36252825816383,-0.0459642334379206,3.4386840882052754,0.491634952320919,3.36252825816383,0.0459642334379206,0.6252278606572651,0.897034999513791,0.5228042970365121,0.2580528996793446
F2_K017,2,17,-3.429743792019888,0.49450199083109,-3.745725992945962,-0.0638244666830801,3.429743792019888,0.49450199083109,3.745725992945962,0.0638244666830801,0.6236023195740337,0.9022661855318641,0.5823836988965144,0.3583240155696511
F2_K018,2,18,-2.650632373559576,0.5454496639683779,-3.145474800786213,-0.0357158449110302,2.650632373559576,0.5454496639683779,3.145474800786213,0.0357158449110302,0.4819428495900295,0.9952250887428457,0.48905692854135024,0.20051628525986484
