ExperimentID,Fold,Topics,Status,TrainingDocuments,DictionarySize,RandomSeed,Passes,Iterations,Alpha,Eta,TrainingTimeSeconds,LogPerplexityTrain_x,ModelDirectory,ModelFile,MetadataFile,ThetaTrainFile,ThetaTestFile,PhiFile,TopicSizesFile,TopWordsFile,LogPerplexityTrain_y,Perplexity,UMass,CV,UCI,NPMI,LogPerplexityTest,PerplexityTest,DeltaLogPerplexity,RPC,AbsUMass,AbsCV,AbsUCI,AbsNPMI,NAC_UMass,NAC_CV,NAC_UCI,NAC_NPMI,MeanLogPerplexity,AbsLogPerplexity,NAP
F1_K002,1,2,Available,240,891,42,20,400,"[0.5, 0.5]","[ 1.2988515   1.6203599   2.6086922   0.7585868   1.6148106   5.4294653
  2.5401216   1.1613902   1.9174463   0.83697885  0.670985    0.9429971
  4.384689    1.710266    1.1959537   2.826212    3.5116093  13.733443
  1.6587875   5.237261    1.0348965   0.78368527  0.73158985  0.83367765
  1.3573759   1.3666145   0.9173727   4.869158    1.023439    0.97141385
  4.379716    1.417565    2.0632572   1.5520226   3.7191591   1.0127721
  1.9920224   0.7734841   1.0214444   0.7333141   2.3374636   2.3173838
  1.8034741   1.0471056   0.5970233   2.04702     0.6332938   1.9418659
  0.7629458   0.6132318   1.3642569   0.5209211   1.3041157   4.3863335
  1.0822928   1.114954    4.8837657   0.5066305   5.7667975   1.5382099
  2.7723536   1.0107689   0.7798852   0.7632788   0.56289697  0.8245448
  1.3017976   1.7112743   2.7355318   1.3464917   0.759911    1.6439803
  1.3386611   3.288863    2.88219     2.3201525   4.452697    1.019612
  2.1217027   0.75583214  0.57084864  3.7697954   1.5900784   2.9558835
  1.0857676   1.782897    0.75936353  0.93604535  5.962338    0.5820604
  1.2278086   1.7458317   4.742277    1.2634877   3.9158125   1.4218017
  0.70616263  0.75280297  2.0486498   1.396166    0.77604157  1.7409985
  1.3668709   1.6645858   7.5129275   2.3360043   1.7418714   1.2043263
  3.55458     0.88546467  1.4121964   1.2389282   1.3048915   0.49021155
  1.274999    0.74948996  1.2252611   0.7863749   1.4640262   0.909484
  0.9370606   1.2938652   2.1977267   2.2289803   1.5092832   3.666895
  1.6786966   1.3894157   1.3396096   0.7980552   0.58061725  3.4132607
  3.2791746   0.6849006   0.683407    0.7109784   0.83766454  0.48651153
  1.097842    1.3032635   0.8941679   0.9608955   1.8785882   7.247477
  0.7746886   0.6437221   0.83417755  1.3775135   6.03267     0.6610426
  1.6692071   4.9573913   0.52831686  1.393004    2.7153401   1.4480036
  0.77641255  1.2685456   1.0356914   0.8501603   1.303757    1.5555894
  1.5339112   0.83300525  6.209919    0.84846526  0.6602754   1.111969
  0.9210645   0.6903965   0.70841825  1.9769577   0.75068843  2.9008303
  0.7382265   1.9385747   0.90072477  2.75557     1.9471986   0.8944334
  0.77965933  1.4909202   1.221541    3.3051224   0.99726385  1.4288882
  0.8417503   1.4123366   1.0376192   0.98302317  5.4261894   1.3259978
  1.2398026   1.7698156   2.0097353   1.1605221   0.8496259   1.7390846
  2.3017015   1.0464882   0.6998333   1.3737551   0.5807786   0.5513918
  2.1914022   1.7351779   1.0388386   1.9735305   1.604883    5.276454
  1.1672411   1.5752274   0.84814054  1.2510843   2.0894096   0.57104766
  0.6896267   1.3134874   2.366302    0.8410554   0.6631668   1.2526907
  0.8333058   2.5683792   0.95819616  1.1304085   2.5021946   0.73208326
  0.8484      1.2274141   2.291038    0.8138891   0.5585749   1.1113751
  0.7093148   1.6393644   0.6877345   1.0484638   3.2282026   2.2733715
  1.2146041   1.8260608   2.4178705   0.9062858   1.101742    1.7698504
  0.75126606  1.9854954   0.84893715  1.8078984   0.7075952   0.73268837
  2.6068103   3.7310193   1.2352461   1.3573571   0.46344918  2.0855377
  0.9741091   1.1645523   0.8376991   1.797074    0.81110066  0.9177155
  1.2827858   1.8610125   1.1697493   0.71105194  1.5762404   0.84921455
  3.6190517   0.9421109   1.0754689   0.9757115   1.419108    1.9253193
  1.2107396   2.4574742   0.61307263  0.9861646   1.7237984   2.7546346
  0.5960207   1.1747065   2.7747095   1.1547902   0.4673708   1.0750921
  0.88951266  2.5060308   1.0402005   1.6587116   1.380838    1.512857
  1.5230426   0.8192467   0.9111826   1.9025551   0.84626466  0.7143396
  1.0064958   0.70399654  0.8628141   1.0248011   1.6601496   2.7067542
  1.235478    1.9931066   1.1195629   1.1127228   1.3064675   0.5089924
  0.54570454  3.1620338   0.84639937  0.84527624  6.107872    2.881754
  2.1236718   0.8323698   0.93994594  1.9922613   0.8930729   1.8644845
  0.7074556   0.6953474   2.3919852   0.81312406  0.76858675  0.8076706
  1.7591084   1.3409545   1.3208737   0.9851225   0.7633836   2.3805597
  2.719636    0.84482265  0.8666964   1.4184747   1.3114415   0.9419433
  1.8854071   0.7088686   0.7708299   1.0112424   1.0073464   1.0490578
  1.796723    1.3644003   2.1980696   0.6099093   2.3207722   2.8266623
  0.68827504  6.8269544   0.8540517   0.70276624  0.8005452   1.2943814
  1.1112612   1.1106114   1.4737631   0.781999    2.3077557   0.6629497
  1.5481852   0.7813816   0.9124444   0.95132864  1.0905288   0.89649796
  1.3608596   0.77958745  0.92484075  0.5324414   0.6511099   0.70954204
  1.1440517   0.73903114  1.471025    0.6909846   3.0854368   0.52088064
  1.276528    1.5555484   0.731087    0.81633806  1.8647616   0.943217
  0.97204083  1.1657493   0.6172334   1.1089025   0.98084706  0.4621653
  1.8033069   0.9503993   1.627793    0.71121144  0.64153683  2.6993594
  0.7796726   0.7756902   1.5506554   1.8888564   0.75812566  0.6711086
  0.67844355  0.5976825   1.1737193   0.8314289   1.1405694   0.70732087
  0.84571993  0.8501447   0.7590517   0.8799769   0.83823353  2.2785718
  0.56828904  3.2751977   0.6468632   0.84869957  0.84623426  1.9117866
  0.83499974  1.2634579   0.7772794   0.90372354  0.70814097  0.7816523
  0.91999084  1.591676    0.6386181   0.70440996  1.2544851   0.6717161
  1.1023152   1.3150296   1.2867593   1.2832788   1.0178671   0.76784045
  0.7733435   0.8536717   0.92503196  0.6417095   3.1405976   1.0637349
  1.5288255   1.126303    3.4478498   0.60817456  1.02438     0.9967105
  1.0870885   1.6516093   1.1031816   0.8838407   2.2085721   0.850177
  0.61977255  0.68204474  0.7419504   0.8557346   2.6740408   0.7558747
  1.230671    0.48564696  0.4911034   0.76778024  0.7116704   0.73630124
  1.1120418   0.6735832   0.50195265  1.2475728   0.64464056  0.91252947
  0.56472284  1.4973762   0.5472577   1.7554446   0.5212656   0.688489
  0.5881499   0.93699473  1.4405209   0.7084324   0.92653525  0.7320268
  0.6774912   0.7416165   0.7628413   2.9227147   0.98527753  1.3209579
  0.6421282   3.1303375   0.68099374  0.5001143   1.0398833   0.4777173
  0.5061229   0.91843015  0.6622076   1.8023301   1.1566248   1.3591993
  1.2500042   2.1499863   1.0699368   1.257461    0.8803121   0.45996004
  0.7103063   0.48523918  0.77013993  0.92085874  7.3864985   0.80708784
  0.7091932   0.5208112   1.0155032   0.83182985  1.0427383   0.60454464
  0.52228236  0.8186173   0.63045895  2.3485813   1.4637752   0.687227
  3.329282    2.385053    0.8963876   0.8668476   0.4946975   2.1722417
  0.75089616  0.71166104  0.50890326  0.91441274  0.9772007   4.0732822
  0.49138615  1.756488    0.44511127  1.1607699   0.6745328   0.7887423
  0.70437235  0.47139752  0.44337782  0.74688435  0.6327874   1.1393799
  0.64793056  1.79804     0.78355736  1.1119219   0.92095315  0.67839634
  2.992969    1.0827508   0.6206387   4.697422    0.49985412  4.68741
  2.1044543   1.174861    0.81504214  0.4887238   0.84398013  0.61224693
  0.71983415  0.7189672   0.9520398   0.6385924   0.9004313   2.962282
  0.54827195  0.5970056   1.266057    0.7037088   0.81803495  5.571285
  0.98302925  1.2639982   1.1028588   0.75033796  1.0319182   0.99414563
  0.7052598   0.51589984  0.6763362   1.1043861   2.0381048   0.67568964
  1.2601309   0.75868595  0.80449885  1.349855    0.7021812   6.940186
  0.46543956  1.3856884   0.7996638   2.51247     0.80557275  0.50339884
  1.1401029   0.4976      0.92329866 16.246716    0.5132868   0.7357767
  0.7685528   0.78213334  1.0269861   1.1009204   1.5550429   0.47133282
  0.97266614  2.3551035   0.5356569   1.3384631   2.0326567   1.3520448
  0.5253104   0.67917305  0.5540037   0.7545539   0.96701133  0.58035076
  0.64180535  0.4583464   0.487428    0.7640238   2.6997514   3.2967474
  0.9146939   2.4620776   5.878226    0.8980404   0.9790521   0.70497483
  0.82756174  0.9310734   0.7765738   0.5137908   1.7493675   0.6412181
  0.550291    0.51385206  0.70259225  1.2099885   0.6083644   0.8855281
  1.3457406   0.70473313  0.7825448   1.6118017   0.78134185  0.46284845
  0.45974505  1.2159814   0.53450394  1.5227048   0.4510469   3.0924356
  0.8891006   0.49128637  1.0414014   0.68220264  0.45050052  0.8467285
  1.194408    1.1193813   0.566459    0.806191    0.7093051   0.9725052
  0.69032836  1.1610508   0.7537718   1.1725585   0.7110577   0.9816189
  0.49420068  1.166671    0.4536752   1.6578156   1.4272013   0.7610175
  2.0553956   0.86753964  0.8887384   0.6857027   0.6853749   1.4870427
  0.78672     0.7311197   0.9510895   2.1041236   0.963185    0.7535672
  1.0306706   0.8048153   1.6688759   2.281083    1.52941     1.1094301
  0.9522703   0.691071    0.54434216  0.8364177   0.76348096  0.52441424
  1.2780111   0.7817754   1.5318779   0.81657135  1.1120528   1.6666085
  1.0486796   1.202802    0.5009732   0.91777307  0.57382244  0.86945146
  0.67504334  0.6442202   1.0254043   0.8267229   0.7083898   0.66121215
  0.831583    0.6390715   0.46540606  0.77947336  0.7051541   0.6701356
  0.56051135  0.5165169   0.6085673   0.49463758  0.8868952   0.95086175
  0.783447    0.88148516  1.2788203   0.46030748  1.0420263   0.7992618
  0.5163111   0.46007216  1.7268215   0.5248419   1.0793014   0.58052313
  1.4306883   0.77061707  0.49043456  0.88967705  1.203788    0.5535198
  1.1095139   0.7043771   0.5843598   0.6920102   0.71071285  0.48424792
  0.9963305   0.4633881   0.70663303  0.6474495   0.70803964  0.7047468
  0.73858964  1.3295      0.79306203  0.95192957  0.67440796  0.64900297
  0.8057462   0.46088123  0.9947474   0.8082072   0.7402351   1.0670383
  0.5457097   0.44316784  0.48348355  0.47137326  0.64623576  0.6305682
  0.9754431   0.49298763  0.90675926  0.6415196   0.76395303  0.44874385
  0.5464875   0.86239845  0.49103853  0.8471481   0.6875721   0.7055232
  0.8427234   0.7038866   0.51741123  0.64303726  0.69605374  0.47358587
  0.4897484   0.9074974   0.84636074  0.8103222   0.77364993  0.47210658
  0.52305233  0.562401    1.1646491   0.6768983   0.83482486  0.44731805
  0.5138298   0.82658476  0.45637685  1.0075574   0.72468483  0.5391643
  0.45980963  0.5074776   0.7493228   1.0152436   1.9418286   0.45869875
  0.8595436   0.5647509   0.91165346  0.78193045  1.1539187   0.85484475
  0.707448    0.7619317   0.6853553   0.71580845  0.7710753   1.5857341
  0.5473617   0.5472287   1.2855331   0.656055    0.7037784   0.9339635
  0.56318426  0.6903634   0.6316486   0.5322231   0.50435126  0.6755226
  0.5681114   0.49915975  0.47429746  0.6083871   0.70937234  0.75499755
  0.6008076   0.5398213   0.60559577  0.8733221   0.583077    0.61845875
  0.55627894  0.95842415  0.68394744  0.5914234   1.4026878   0.9969564
  0.5418845   0.5732749   0.5408115   0.7419673   0.5243881   0.4878024
  0.5735404   0.63472855  0.45822325]",3.3123,-6.29853540842212,/content/drive/MyDrive/TopicEvalBench/models/Fold_1/K_002,/content/drive/MyDrive/TopicEvalBench/models/Fold_1/K_002/lda.model,/content/drive/MyDrive/TopicEvalBench/models/Fold_1/K_002/metadata.json,/content/drive/MyDrive/TopicEvalBench/models/Fold_1/K_002/theta_train.csv,/content/drive/MyDrive/TopicEvalBench/models/Fold_1/K_002/theta_test.csv,/content/drive/MyDrive/TopicEvalBench/models/Fold_1/K_002/phi.csv,/content/drive/MyDrive/TopicEvalBench/models/Fold_1/K_002/topic_sizes.csv,/content/drive/MyDrive/TopicEvalBench/models/Fold_1/K_002/top_words.csv,-6.29853540842212,78.71329391322747,-4.680315772626732,0.3083018538502158,-4.338848768250638,-0.1289711383737779,-6.6037391042066025,97.25760123409532,,,4.680315772626732,0.3083018538502158,4.338848768250638,0.1289711383737779,0.9114041519948788,0.5741892171148815,0.7203326440145261,0.8013660876866201,-6.6037391042066025,6.6037391042066025,0.48060809908466817
F1_K003,1,3,Available,240,891,42,20,400,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.60013026 0.94915193 1.5878772  0.37132078 0.9154374  2.678679
 1.1715714  0.75903195 1.205734   0.37690502 0.4211524  0.7212311
 2.2000637  0.7558849  0.53407407 1.6964386  0.6926138  4.5148845
 0.736655   2.40719    0.31006086 0.3890674  0.3953322  0.48899895
 0.8410143  0.8976354  0.5136965  2.394715   0.4586499  0.44404364
 2.4118958  0.44924742 1.1800375  0.98825514 2.0492017  0.64955235
 1.0127332  0.4521269  0.4774303  0.36289632 1.2529379  1.3151877
 0.84463626 0.68178433 0.31331018 1.1111822  0.37439853 1.2233866
 0.42187378 0.4321336  0.7838035  0.30435222 0.8286918  2.4015136
 0.5599728  0.48968768 2.3073893  0.37941432 3.0608811  1.0468252
 1.2046765  0.44996843 0.54205704 0.43625644 0.44077012 0.40980718
 0.80174196 0.92056286 1.6734141  0.8177995  0.37052235 1.0595024
 0.34988916 1.3672999  1.1800269  1.3011974  1.533402   0.625346
 1.2132826  0.47150847 0.33036375 2.167308   0.7431571  1.514033
 0.67211664 1.1035895  0.48728168 0.61128575 3.3533335  0.32772988
 0.43872115 0.94489616 1.5087539  0.80705184 2.2335622  0.519015
 0.54434747 0.5096315  1.2404038  0.91555804 0.36650398 1.003745
 0.84460986 0.97882646 4.0595603  1.4365942  0.8751673  0.69830793
 2.0833342  0.49225804 0.7685239  0.7900304  0.819317   0.41685143
 0.72973937 0.5335756  0.81399435 0.54120237 0.8459333  0.4321869
 0.6652644  0.90312713 1.0050917  1.2018315  0.47145396 2.1873715
 0.85020036 0.5060619  0.8593482  0.3285066  0.29958382 1.8032862
 0.61232656 0.5177683  0.3788346  0.36821896 0.568671   0.4041374
 0.56438255 0.86136025 0.42247626 0.5869271  1.1588428  1.3298199
 0.34893554 0.40976074 0.6113376  0.65041375 3.485114   0.35383463
 1.0520661  3.0342479  0.38889533 0.57376856 1.4561758  0.64703673
 0.37154308 0.63692665 0.51134926 0.5265231  0.854419   1.0437247
 0.9892763  0.34917954 3.5437624  0.4376083  0.3244718  0.74974185
 0.6233137  0.47439897 0.35516208 1.1417884  0.4007153  1.1949592
 0.55341953 1.2747338  0.42906156 1.5697552  0.41721463 0.32221946
 0.6216705  0.69655895 0.8234352  1.9527271  0.4482525  0.9373469
 0.45774558 0.5741779  0.42654285 0.367455   2.823214   0.44704315
 0.5390747  0.7249922  0.5611688  0.77988297 0.55386513 1.1241118
 0.56322753 0.63013214 0.36979464 0.83198947 0.37068135 0.34209296
 1.4406242  1.0778062  0.65368134 1.2323847  0.82430154 2.7453663
 0.5962308  0.505273   0.47559157 0.52858263 1.2859193  0.35365382
 0.2867165  0.8792466  1.3663716  0.5783607  0.49149165 0.8214131
 0.42731208 0.85437065 0.3819484  0.5968276  1.0550027  0.41915584
 0.5069949  0.8311641  1.4118195  0.54216903 0.3505502  0.734657
 0.36480317 0.93112713 0.2782438  0.6919802  0.84651023 1.34223
 0.7765534  0.6709079  1.487749   0.41108492 0.6457678  0.78057754
 0.5118802  1.0646518  0.58441335 0.64108413 0.3723851  0.5077999
 0.5656152  0.90047616 0.6152403  0.8994232  0.3540824  0.7687744
 0.7016273  0.3880396  0.37255868 1.1272281  0.57719356 0.5115672
 0.8868301  0.55953336 0.49220935 0.4906882  0.95461875 0.58013976
 2.127278   0.5240432  0.7821343  0.4650117  0.7876814  0.8581304
 0.84253454 1.4886285  0.45851594 0.6583435  0.73657346 1.872402
 0.30986887 0.4313259  1.7047169  0.58123565 0.38748276 0.6566362
 0.40585834 1.5513047  0.6647716  1.014582   0.78044635 0.82422584
 0.9997867  0.42656323 0.42730084 1.1112268  0.59407365 0.3927585
 0.63820815 0.5030819  0.48155397 0.6566041  0.6041222  1.4965162
 0.36949798 0.9252503  0.690191   0.75061667 1.0384846  0.3059064
 0.45875898 1.818137   0.44661868 0.5788509  3.3102698  1.64414
 1.3536919  0.570201   0.65647155 1.2511243  0.4748445  1.1846122
 0.5033067  0.38210684 0.8780526  0.3807814  0.3862173  0.5957637
 0.83497745 0.8721256  0.5693551  0.69455266 0.5333068  0.8362717
 1.6891245  0.4630828  0.6016719  0.93559295 0.64238775 0.6190688
 0.9280389  0.4133599  0.3807135  0.57117337 0.81107754 0.7226428
 1.1112121  0.8158493  1.3789059  0.37125838 1.3372658  1.6463323
 0.5408294  3.770371   0.54895544 0.48747513 0.40569293 0.6262785
 0.748336   0.6607289  0.5188346  0.5358758  1.3680995  0.39688292
 0.5008363  0.5093253  0.5629293  0.6454046  0.6796536  0.35814878
 0.8888188  0.5334312  0.5370289  0.3251824  0.29002336 0.29857463
 0.5670676  0.33618    0.6517758  0.3928089  1.5614568  0.29874337
 0.8649655  0.91763395 0.5454013  0.40769982 1.1713933  0.517552
 0.49639806 0.47853887 0.37815782 0.7322182  0.60578626 0.36315587
 1.0215455  0.5925305  1.0207036  0.50350195 0.37278137 1.454696
 0.42893153 0.41600958 0.88980114 0.5635147  0.39969596 0.47054207
 0.5302859  0.45455968 0.6938471  0.5551862  0.5078829  0.37604514
 0.58454233 0.5572736  0.5359095  0.6263339  0.61956394 1.417382
 0.42297393 2.0353372  0.37485877 0.3658356  0.57418215 1.2150452
 0.5720104  0.5408262  0.55186254 0.608119   0.36796167 0.54738927
 0.6285579  0.98824173 0.3573732  0.33345664 0.84413314 0.3662067
 0.70676094 0.3989421  0.7274711  0.68507177 0.7106968  0.38256907
 0.3993768  0.45874327 0.41039243 0.35458782 1.7853543  0.59074855
 1.4743283  0.5133762  1.91406    0.35575932 0.71727157 0.6554763
 0.5404328  0.9038507  0.54148686 0.40353256 1.3751884  0.36927545
 0.31492198 0.4760986  0.5107382  0.5843551  1.4462683  0.4600152
 0.80277914 0.28840056 0.3300967  0.47919247 0.3730969  0.44404322
 0.4929709  0.39812142 0.36213616 0.58662534 0.41333362 0.74263763
 0.35194406 0.85937685 0.39253494 0.8784097  0.32672766 0.36781585
 0.36882526 0.4968595  0.78998846 0.43494672 0.4652598  0.38526386
 0.3277872  0.41960254 0.5170285  0.730944   0.44991267 0.5085473
 0.36507052 0.92054373 0.3913965  0.29008982 0.6482058  0.32737124
 0.28996244 0.6997581  0.3753891  0.9848074  0.48733807 0.7782148
 0.50904757 0.65343446 0.6702123  0.47860387 0.4525924  0.28343615
 0.36919904 0.29098192 0.4411568  0.6377082  1.4244001  0.568368
 0.37534252 0.3147043  0.5705526  0.41174936 0.48809615 0.36863986
 0.3542039  0.49182442 0.39950734 1.1956351  0.7949517  0.30078354
 1.4729421  1.5001276  0.40599138 0.4201652  0.38495073 0.57181585
 0.42763975 0.3030871  0.3669083  0.48526028 0.44043154 2.3783214
 0.28808615 1.1358403  0.27862054 0.7347175  0.3606616  0.4471968
 0.48169795 0.3999205  0.27717164 0.38252422 0.34937942 0.48442048
 0.3802583  0.6769197  0.39609602 0.4973732  0.42269766 0.3847575
 1.2328433  0.64902997 0.40938    2.7327406  0.41389862 1.351403
 0.8730747  0.77523375 0.43354723 0.33679736 0.47788322 0.41778755
 0.32605353 0.40274945 0.5028255  0.3535126  0.4202571  1.4196488
 0.28545114 0.31212118 0.47814092 0.40803823 0.4344307  3.1421769
 0.45620376 0.8582094  0.52860034 0.5196381  0.43326098 0.6797275
 0.43654644 0.4203034  0.3678194  0.46357977 1.2597053  0.5033341
 0.83992445 0.38428852 0.40726036 0.9372143  0.43824598 1.4488784
 0.38615513 0.82358855 0.35255104 0.58020383 0.38252676 0.30249557
 0.73295134 0.2899416  0.6115022  7.0320554  0.43914706 0.34835023
 0.3495042  0.54196894 0.6498284  0.727041   0.9596476  0.27982852
 0.39981857 1.4404376  0.2967883  0.543088   0.95462215 0.5437194
 0.29572815 0.37912968 0.30214807 0.40858296 0.6584198  0.4098662
 0.4994447  0.27725962 0.2944553  0.3543618  1.2817101  0.9729483
 0.4413758  1.2134328  1.633528   0.41391844 0.53685945 0.38650414
 0.4612667  0.43781498 0.5413773  0.42643753 1.1564455  0.48642176
 0.35486165 0.41577697 0.36446953 0.7399306  0.31728038 0.6040592
 0.745719   0.5034947  0.6255945  0.5474262  0.41329765 0.36649036
 0.27927482 0.78661996 0.29803845 0.932457   0.27782884 1.0007809
 0.57703936 0.378641   0.66339475 0.3854746  0.35730737 0.5446589
 0.58679533 0.7723544  0.36798605 0.5591065  0.4997861  0.6994438
 0.36669174 0.73883784 0.52452457 0.76396513 0.49130237 0.5139491
 0.29255122 0.48907554 0.28504923 1.0095894  0.922435   0.3879788
 1.2346128  0.48719263 0.405134   0.4816931  0.42853796 0.9234169
 0.38552713 0.38810855 0.6208054  1.3221002  0.45312256 0.4195419
 0.5045445  0.39053094 0.86215264 1.3837812  0.73182553 0.4525168
 0.6160187  0.4912045  0.4080246  0.38009787 0.38128424 0.30544224
 0.52689    0.39293593 0.9759421  0.6339567  0.46576723 0.8181293
 0.5024173  0.6250075  0.3680957  0.44011548 0.31138453 0.56667536
 0.33256483 0.3329201  0.4293299  0.500549   0.38393593 0.44013542
 0.37246507 0.32214823 0.29582167 0.5684358  0.4198791  0.33666804
 0.37062055 0.29599476 0.3632409  0.3040674  0.43042195 0.5002316
 0.38758168 0.46574628 0.6686873  0.27806857 0.4859019  0.5991952
 0.29311895 0.27925298 0.85188735 0.2999505  0.3742155  0.3748589
 0.92618734 0.37974328 0.2891036  0.5107892  0.7601365  0.45849097
 0.6009101  0.37604272 0.40066192 0.3571874  0.51159483 0.28415123
 0.38419557 0.34782457 0.48174262 0.37689012 0.4526271  0.4871213
 0.39098012 0.3715787  0.35697567 0.39078462 0.5550256  0.3727773
 0.56867784 0.28006047 0.49660873 0.30245125 0.2965679  0.40266865
 0.3297098  0.2726538  0.28883696 0.2802648  0.3210142  0.31797063
 0.4501112  0.37203035 0.4357712  0.36698535 0.29171917 0.31872103
 0.32298854 0.3739353  0.29179072 0.40725014 0.41404554 0.42785987
 0.41981855 0.36822733 0.30764866 0.39003    0.33516333 0.28568733
 0.28923553 0.39847875 0.42036498 0.6100165  0.43587542 0.32235417
 0.36426327 0.3077855  0.76240504 0.528939   0.56966597 0.28945026
 0.326115   0.53018254 0.29388812 0.65885335 0.337901   0.30611697
 0.38566998 0.4100827  0.41389576 0.41278875 0.62113726 0.27747434
 0.423752   0.46678403 0.5811896  0.5545004  0.5920931  0.38132292
 0.32955518 0.5815553  0.48063463 0.54952633 0.59349656 1.1421804
 0.34944794 0.34936234 0.8028037  0.37426627 0.4249421  0.649135
 0.40333155 0.3088774  0.37954032 0.30244404 0.29338485 0.3987656
 0.30773598 0.30393133 0.39986584 0.32491854 0.36636013 0.46076646
 0.5037072  0.38230017 0.4328546  0.47864893 0.28102267 0.3111318
 0.29810783 0.3586167  0.32450268 0.3057311  0.37643752 0.35376602
 0.29572874 0.30239904 0.2929192  0.28264898 0.2889912  0.28457245
 0.3188731  0.33556148 0.27791294]",4.6282,-6.21430604539776,/content/drive/MyDrive/TopicEvalBench/models/Fold_1/K_003,/content/drive/MyDrive/TopicEvalBench/models/Fold_1/K_003/lda.model,/content/drive/MyDrive/TopicEvalBench/models/Fold_1/K_003/metadata.json,/content/drive/MyDrive/TopicEvalBench/models/Fold_1/K_003/theta_train.csv,/content/drive/MyDrive/TopicEvalBench/models/Fold_1/K_003/theta_test.csv,/content/drive/MyDrive/TopicEvalBench/models/Fold_1/K_003/phi.csv,/content/drive/MyDrive/TopicEvalBench/models/Fold_1/K_003/topic_sizes.csv,/content/drive/MyDrive/TopicEvalBench/models/Fold_1/K_003/top_words.csv,-6.21430604539776,74.24932706202891,-3.103218891863288,0.3829568767235731,-2.588815640859085,-0.0454077392341275,-6.728117760016936,106.01449773355534,-0.1243786558103332,0.1243786558103332,3.103218891863288,0.3829568767235731,2.588815640859085,0.0454077392341275,0.6042939664743666,0.7132286312540274,0.4297933657176185,0.28214236766127015,-6.728117760016936,6.728117760016936,0.4896601510195534
