ExperimentID,Fold,Topics,MeanLogPerplexity,PerplexityTest,AbsLogPerplexity,NAP
F4_K018,4,18,-8.680046312536346,410.16094385671414,8.680046312536346,0.6152724422346514
F4_K019,4,19,-8.877935689615217,470.4624242764717,8.877935689615217,0.6292995425453678
F4_K020,4,20,-9.043426899898371,527.6461340004008,9.043426899898371,0.6410301459837648
F4_K021,4,21,-9.082605913143668,542.1716674113236,9.082605913143668,0.6438072932818112
F4_K022,4,22,-9.115184619391922,554.554184186558,9.115184619391922,0.6461165874303065
F4_K023,4,23,-9.285897576837934,624.2142909210796,9.285897576837934,0.6582173268119857
F4_K024,4,24,-9.321941028604252,640.0057376061324,9.321941028604252,0.6607722144008688
F4_K025,4,25,-9.56428292354528,757.0700174832407,9.56428292354528,0.6779502667046668
F4_K026,4,26,-9.564404749116179,757.1339494845977,9.564404749116179,0.6779589021328472
F4_K027,4,27,-9.695469200292063,829.1384423332764,9.695469200292063,0.687249214887131
F4_K028,4,28,-9.769465630477942,872.7747963648798,9.769465630477942,0.6924943440808955
F4_K029,4,29,-9.829537266478342,909.8830206107289,9.829537266478342,0.6967524345173043
F4_K030,4,30,-9.883978370796445,944.8741466088412,9.883978370796445,0.7006114129150778
F4_K031,4,31,-10.186855318975566,1165.5985875722347,10.186855318975566,0.7220804043113106
F4_K032,4,32,-10.133797729914496,1123.5103735813727,10.133797729914496,0.7183194943777381
F4_K033,4,33,-10.220809581215944,1193.356667444501,10.220809581215944,0.7244872027431047
F4_K034,4,34,-10.254170719782511,1221.2735948275088,10.254170719782511,0.7268519584670385
F4_K035,4,35,-10.462474576226116,1410.972912359531,10.462474576226116,0.741617273981064
F4_K036,4,36,-10.525215737024944,1473.6883411408921,10.525215737024944,0.7460645897952181
F4_K037,4,37,-10.612220803142463,1565.2971062069248,10.612220803142463,0.752231817202703
F4_K038,4,38,-10.695518122160232,1658.3331178803294,10.695518122160232,0.7581362263565623
F4_K039,4,39,-10.76858550626286,1744.4850351465059,10.76858550626286,0.7633155014716723
F4_K040,4,40,-10.909993643656264,1924.1341128642694,10.909993643656264,0.7733390113601201
F4_K041,4,41,-10.982543060611345,2023.3680589996409,10.982543060611345,0.7784815711282843
F4_K042,4,42,-11.09452138846228,2186.6724106202996,11.09452138846228,0.7864189918255323
F4_K043,4,43,-11.051088495672184,2121.8228495081103,11.051088495672184,0.783340314470818
F4_K044,4,44,-11.185991908686004,2329.8024400157014,11.185991908686004,0.7929027464443577
F4_K045,4,45,-11.34698386847828,2604.8487114831655,11.34698386847828,0.804314427063904
F4_K046,4,46,-11.364150395996669,2636.0287610833766,11.364150395996669,0.8055312513676722
F4_K047,4,47,-11.392237891129914,2687.851822336961,11.392237891129914,0.8075221925567678
F4_K048,4,48,-11.320229428586009,2556.987563868778,11.320229428586009,0.8024179775542553
F4_K049,4,49,-11.5635657966572,3026.7751632465015,11.5635657966572,0.8196665216376477
F4_K050,4,50,-11.577127724552387,3055.362251756866,11.577127724552387,0.8206278391464531
F4_K051,4,51,-11.64296282938797,3198.0190766405467,11.64296282938797,0.8252944646779853
F4_K052,4,52,-11.628531225812406,3166.188043138913,11.628531225812406,0.8242715014750729
F4_K053,4,53,-11.652077731540894,3218.288023021759,11.652077731540894,0.8259405612431914
F4_K054,4,54,-11.728687235966795,3393.8033012902706,11.728687235966795,0.8313709143990764
F4_K055,4,55,-12.068656639983184,4295.637806456522,12.068656639983184,0.8554691505101117
F4_K056,4,56,-11.885727364071384,3784.081285501139,11.885727364071384,0.8425024751844381
F4_K057,4,57,-11.889201666896941,3793.2051037868237,11.889201666896941,0.8427487460806493
F4_K058,4,58,-12.111435476590827,4424.919446664115,12.111435476590827,0.8585014660448259
F4_K059,4,59,-12.258632375956163,4900.22533078004,12.258632375956163,0.8689353038955613
F4_K060,4,60,-12.143710090644168,4525.025135238157,12.143710090644168,0.8607892050609299
F4_K061,4,61,-12.310903285135607,5081.023020255241,12.310903285135607,0.8726404511713556
F4_K062,4,62,-12.258875553335297,4901.05137117921,12.258875553335297,0.8689525411699455
F4_K063,4,63,-12.404537635824106,5421.730307549532,12.404537635824106,0.8792775857615205
F4_K064,4,64,-12.257420861459996,4896.112055375735,12.257420861459996,0.8688494274548121
F4_K065,4,65,-12.476779342973899,5700.130931804975,12.476779342973899,0.8843983339682505
F4_K066,4,66,-12.61681433489723,6281.155779700635,12.61681433489723,0.8943245104397446
F4_K067,4,67,-12.630414918333365,6340.649518805917,12.630414918333365,0.8952885679902765
F4_K068,4,68,-12.664252182979073,6491.122119568213,12.664252182979073,0.8976870732179544
F4_K069,4,69,-12.70913464808406,6696.235947806949,12.70913464808406,0.9008685013952181
F4_K070,4,70,-12.746091657311377,6869.987017138661,12.746091657311377,0.9034881451743232
F4_K071,4,71,-12.805709838983207,7159.831097629942,12.805709838983207,0.9077140931610105
F4_K072,4,72,-12.883665696721877,7557.355096197069,12.883665696721877,0.9132398806107959
F4_K073,4,73,-13.011741689231854,8258.944435738009,13.011741689231854,0.9223183608245972
F4_K074,4,74,-13.02198529550919,8317.794319800238,13.02198529550919,0.9230444639379461
F4_K075,4,75,-13.09868637796156,8771.977389192452,13.09868637796156,0.9284813084688738
F4_K076,4,76,-12.912848434657075,7711.781361653147,12.912848434657075,0.9153084564909211
F4_K077,4,77,-13.124028614257664,8927.426367106262,13.124028614257664,0.9302776559831805
F4_K078,4,78,-13.199492930263789,9406.830087233213,13.199492930263789,0.9356268341256515
F4_K079,4,79,-13.208096139216366,9463.09333359672,13.208096139216366,0.9362366600635226
F4_K080,4,80,-13.41831395156192,10947.500927447829,13.41831395156192,0.9511376435543908
F4_K081,4,81,-13.470609146429094,11351.608719564758,13.470609146429094,0.9548445122857928
F4_K082,4,82,-13.40487369725304,10845.986785372977,13.40487369725304,0.9501849507005593
F4_K083,4,83,-13.402767545115339,10830.164569620027,13.402767545115339,0.9500356591734381
F4_K084,4,84,-13.396835577284913,10785.725315605543,13.396835577284913,0.9496151802724198
F4_K085,4,85,-13.541369811171743,11922.257443507378,13.541369811171743,0.9598602789583136
F4_K086,4,86,-13.478989789549741,11417.742331742376,13.478989789549741,0.9554385619687871
F4_K087,4,87,-13.679513768964151,13120.306196694664,13.679513768964151,0.9696524122293237
F4_K088,4,88,-13.905377720568302,15343.90125415577,13.905377720568302,0.9856624495162847
F4_K089,4,89,-13.676710017464167,13094.832791005154,13.676710017464167,0.9694536723873113
F4_K090,4,90,-13.813405698117258,14396.252571135108,13.813405698117258,0.9791431466424065
F4_K091,4,91,-13.757216799694255,13846.337511745183,13.757216799694255,0.9751602784047952
F4_K092,4,92,-13.740072300602339,13682.766165993315,13.740072300602339,0.973945015553958
F4_K093,4,93,-13.915521835468692,15452.170011400041,13.915521835468692,0.9863815003282669
F4_K094,4,94,-13.9573060155785,15906.248730326077,13.9573060155785,0.9893433110856361
F4_K095,4,95,-13.775620317749153,14024.097566864799,13.775620317749153,0.9764647849813319
F4_K096,4,96,-14.065904014940099,17149.79861539445,14.065904014940099,0.9970411221206424
F4_K097,4,97,-13.925794278270137,15562.58696090493,13.925794278270137,0.9871096474766332
F4_K098,4,98,-13.960694940768889,15943.656808437001,13.960694940768889,0.9895835301125128
F4_K099,4,99,-13.799991230430974,14263.013729595768,13.799991230430974,0.9781922816357651
F4_K100,4,100,-14.107646819042753,17653.25768917717,14.107646819042753,1.0
F5_K002,5,2,-6.633514008100444,99.28569794430435,6.633514008100444,0.46908635014700356
F5_K003,5,3,-6.771786262217673,109.27247733503036,6.771786262217673,0.47886421854846395
F5_K004,5,4,-6.9498899100126215,123.63041568288939,6.9498899100126215,0.49145874838438175
F5_K005,5,5,-7.107449054023088,137.89717142011412,7.107449054023088,0.5026004816657019
F5_K006,5,6,-7.232329733892352,150.3654950413964,7.232329733892352,0.5114313701287722
F5_K007,5,7,-7.3645691280374255,164.79962255282626,7.3645691280374255,0.5207826271954512
F5_K008,5,8,-7.498399154173392,180.81858438730518,7.498399154173392,0.5302463651816133
F5_K009,5,9,-7.627720868729376,197.77563156591606,7.627720868729376,0.5393912996766247
F5_K010,5,10,-7.765107862168155,217.53562308267578,7.765107862168155,0.5491065672152429
F5_K011,5,11,-7.904138800644429,239.54266056203068,7.904138800644429,0.5589380856845954
F5_K012,5,12,-8.018705513166344,259.34082368356184,8.018705513166344,0.5670396259782647
F5_K013,5,13,-8.12106023982569,278.4086527876395,8.12106023982569,0.574277600465135
F5_K014,5,14,-8.253757363880668,305.23093248548753,8.253757363880668,0.5836612257234735
F5_K015,5,15,-8.352730360950751,326.90561813216124,8.352730360950751,0.5906600625243036
F5_K016,5,16,-8.443348820127849,348.0977841202379,8.443348820127849,0.5970681114436881
F5_K017,5,17,-8.56164394271643,377.843224600132,8.56164394271643,0.6054333047978452
F5_K018,5,18,-8.635506119808005,397.6915559003053,8.635506119808005,0.6106564397793178
F5_K019,5,19,-8.628877968819419,395.8686385869688,8.628877968819419,0.6101877326729995
F5_K020,5,20,-8.867834009937734,467.1797754188697,8.867834009937734,0.6270854157165401
F5_K021,5,21,-8.865160675861896,466.314886338333,8.865160675861896,0.6268963719423313
F5_K022,5,22,-9.108597595424712,552.0279848166969,9.108597595424712,0.64411091855357
F5_K023,5,23,-9.198661138341356,587.5880064236759,9.198661138341356,0.6504797267865046
F5_K024,5,24,-9.240138872288835,604.7264501747181,9.240138872288835,0.6534128085296097
F5_K025,5,25,-9.327135784057903,642.3143794311037,9.327135784057903,0.6595647611396411
F5_K026,5,26,-9.419781167500801,684.9150101185014,9.419781167500801,0.666116143216189
F5_K027,5,27,-9.509226963593596,728.7231252557456,9.509226963593596,0.6724412677239425
F5_K028,5,28,-9.627821226620345,791.157559476022,9.627821226620345,0.6808276146772554
F5_K029,5,29,-9.730084259474715,849.2728145795982,9.730084259474715,0.6880591050725483
F5_K030,5,30,-9.948378277079758,988.0075643088844,9.948378277079758,0.7034956811998064
F5_K031,5,31,-9.930975762217376,976.1613103849687,9.930975762217376,0.7022650691636811
F5_K032,5,32,-9.957968434113045,994.5971136051203,9.957968434113045,0.7041738454057744
F5_K033,5,33,-10.140206034449312,1128.5119924277137,10.140206034449312,0.7170607060797548
F5_K034,5,34,-10.312362033301023,1271.54079474056,10.312362033301023,0.7292346502454936
F5_K035,5,35,-10.342584114385108,1298.4584324176215,10.342584114385108,0.7313717928960207
F5_K036,5,36,-10.405185229111737,1356.0411365958419,10.405185229111737,0.7357986062541275
F5_K037,5,37,-10.660557123304196,1618.629549682122,10.660557123304196,0.7538571299311086
F5_K038,5,38,-10.635771256556405,1591.0585995577837,10.635771256556405,0.7521044070524423
F5_K039,5,39,-10.74039410647183,1710.7273210301064,10.74039410647183,0.7595027709887926
F5_K040,5,40,-10.789470648226994,1769.922712840787,10.789470648226994,0.7629731994557641
F5_K041,5,41,-10.824638895308592,1813.597881116775,10.824638895308592,0.7654601083014272
F5_K042,5,42,-11.001182518741995,2049.679350875436,11.001182518741995,0.7779443216244072
F5_K043,5,43,-11.004819603605643,2054.8531834676464,11.004819603605643,0.7782015166588611
F5_K044,5,44,-11.005555272362955,2055.901275224046,11.005555272362955,0.7782535391874731
F5_K045,5,45,-11.102660189040924,2199.0431364339206,11.102660189040924,0.785120275413578
F5_K046,5,46,-11.344580379365166,2600.5127200635307,11.344580379365166,0.8022275671095765
F5_K047,5,47,-11.228193518604096,2398.960218581726,11.228193518604096,0.7939973157446425
F5_K048,5,48,-11.238892341488219,2416.8166978421314,11.238892341488219,0.7947538788228924
F5_K049,5,49,-11.400701824773826,2703.667128572924,11.400701824773826,0.8061961731846636
F5_K050,5,50,-11.564000117712181,3027.6865062834117,11.564000117712181,0.8177437481390768
F5_K051,5,51,-11.69878083101198,3324.1754886618055,11.69878083101198,0.8272747135964207
F5_K052,5,52,-11.708526103508714,3346.7059988721426,11.708526103508714,0.8279638467317542
F5_K053,5,53,-11.811954076469075,3595.4436318667176,11.811954076469075,0.8352777154112856
F5_K054,5,54,-11.781057445349148,3519.262579759117,11.781057445349148,0.8330928722186449
F5_K055,5,55,-11.919028289520194,3872.443003431428,11.919028289520194,0.8428494265335773
F5_K056,5,56,-11.843484793063764,3674.8885781506356,11.843484793063764,0.83750739771042
F5_K057,5,57,-11.890567763847201,3796.798614495393,11.890567763847201,0.8408368515853815
F5_K058,5,58,-12.076765470664595,4319.849904366132,12.076765470664595,0.8540037496412317
F5_K059,5,59,-12.01526480575832,4139.5688703188425,12.01526480575832,0.8496547541620227
F5_K060,5,60,-12.102461673114842,4397.4811345132175,12.102461673114842,0.8558208465532614
F5_K061,5,61,-12.001559104680842,4100.428894898203,12.001559104680842,0.8486855608676709
F5_K062,5,62,-12.151772806995957,4550.384709796151,12.151772806995957,0.8593078641107212
F5_K063,5,63,-12.374509086821998,5310.047631487678,12.374509086821998,0.8750585730745272
F5_K064,5,64,-12.397444519916727,5395.139394770112,12.397444519916727,0.8766804432607224
F5_K065,5,65,-12.349452991812212,5218.621276594402,12.349452991812212,0.8732867411099418
F5_K066,5,66,-12.320989819038601,5116.671222687683,12.320989819038601,0.8712739789730604
F5_K067,5,67,-12.500375438668874,5794.126385464841,12.500375438668874,0.8839591629462106
F5_K068,5,68,-12.500485692060135,5794.569200110962,12.500485692060135,0.8839669594716774
F5_K069,5,69,-12.604091913861675,6226.008857176605,12.604091913861675,0.8912934329483381
F5_K070,5,70,-12.706869226073014,6685.7292947988035,12.706869226073014,0.8985612904073353
F5_K071,5,71,-12.77692573592302,7018.3964856400535,12.77692573592302,0.9035153091173957
F5_K072,5,72,-12.768733143024662,6978.654257687189,12.768733143024662,0.9029359731129435
F5_K073,5,73,-12.69707107277556,6640.476589777379,12.69707107277556,0.8978684178268492
F5_K074,5,74,-12.96981984717133,8022.409237584349,12.96981984717133,0.9171557407950595
F5_K075,5,75,-12.873407194155178,7503.807976167891,12.873407194155178,0.9103379577232051
F5_K076,5,76,-12.929120988095303,7799.25706462797,12.929120988095303,0.9142777368840392
F5_K077,5,77,-12.937481209002335,7844.583899684261,12.937481209002335,0.9148689266376018
F5_K078,5,78,-12.967301585704979,8008.418129471434,12.967301585704979,0.9169776629198151
F5_K079,5,79,-12.98617692088687,8113.883769396958,12.98617692088687,0.9183124248691322
F5_K080,5,80,-13.116835180346989,8883.02404060457,13.116835180346989,0.9275518726146053
F5_K081,5,81,-13.219047716818071,9535.201539280139,13.219047716818071,0.9347797921778923
F5_K082,5,82,-13.17780893272296,9266.500763904507,13.17780893272296,0.9318636076801957
F5_K083,5,83,-13.169912270443342,9215.918674171948,13.169912270443342,0.931305198293773
F5_K084,5,84,-13.334325356364163,10328.372774263778,13.334325356364163,0.9429316053981862
F5_K085,5,85,-13.579642306608802,12242.769267713344,13.579642306608802,0.9602790976442159
F5_K086,5,86,-13.337103065947522,10348.277782263576,13.337103065947522,0.9431280300456106
F5_K087,5,87,-13.522002422609809,11763.277184201595,13.522002422609809,0.9562031157777471
F5_K088,5,88,-13.42306322822126,10983.598911972435,13.42306322822126,0.9492066693203287
F5_K089,5,89,-13.747807087294824,13756.32120481327,13.747807087294824,0.972170804377472
F5_K090,5,90,-13.852196971276214,14788.590868482372,13.852196971276214,0.9795526942188597
F5_K091,5,91,-13.747953186053687,13757.7143497013,13.747953186053687,0.9721811356940974
F5_K092,5,92,-13.628502877557164,12664.503318785666,13.628502877557164,0.9637342538200041
F5_K093,5,93,-13.816548743872264,14427.650339647003,13.816548743872264,0.9770318437523183
F5_K094,5,94,-13.601696425570658,12431.359216647601,13.601696425570658,0.9618386460459969
F5_K095,5,95,-13.755759985376859,13832.362720740686,13.755759985376859,0.9727331904566809
F5_K096,5,96,-13.754099230005348,13816.448786799356,13.754099230005348,0.9726157507897476
F5_K097,5,97,-13.913446207025661,15429.954711706387,13.913446207025661,0.9838839099835234
F5_K098,5,98,-14.141349468006508,18070.50830676819,14.141349468006508,1.0
F5_K099,5,99,-13.978731202882328,16144.232128008605,13.978731202882328,0.9885005129466541
F5_K100,5,100,-13.899667199966194,15283.286587214849,13.899667199966194,0.9829095328853092
