ExperimentID,Fold,Topics,UMass,CV,UCI,NPMI
F1_K093,1,93,-5.087471120835362,0.39884808896376767,-5.802462363817565,-0.15245773445062982
F1_K094,1,94,-5.106763342847744,0.4209553345414864,-5.949923364745947,-0.1588532519605616
F1_K095,1,95,-4.669126873829251,0.4256545225107486,-5.712303694432743,-0.15043397259430522
F1_K096,1,96,-4.214972261361601,0.4401684306785363,-5.537094920612755,-0.14122642790516968
F1_K097,1,97,-5.135280284144493,0.4238715197311041,-6.0233960022546755,-0.16093910181062349
F1_K098,1,98,-4.772576113161428,0.4311153993175611,-5.939501151450074,-0.15822671922616488
F1_K099,1,99,-4.612040482171904,0.45800732267266514,-5.59255196261934,-0.14200878432243572
F1_K100,1,100,-4.662244318417682,0.4585838206734371,-5.555915506538412,-0.1398231723829209
F2_K002,2,2,-4.1601026607748395,0.40281054537843763,-3.684525011877138,-0.10484021332239367
F2_K003,2,3,-3.361869955896946,0.39885804566847344,-3.1597177665651457,-0.05986832362475316
F2_K004,2,4,-3.3466648193737933,0.415794905106316,-2.8963184803269346,-0.04781307774313081
F2_K005,2,5,-2.754130785772985,0.5262990770178526,-2.2610274187297477,-0.011920438095002327
F2_K006,2,6,-3.2245122010208545,0.48187680235719615,-2.6166614126458856,-0.02388323720627253
F2_K007,2,7,-2.4472358115501676,0.5480666335063782,-2.2651950097160145,-0.007474621134609184
F2_K008,2,8,-3.684566509149204,0.4406420044784286,-3.513216516011388,-0.05505779743662226
F2_K009,2,9,-3.1112609110786575,0.4984882223921809,-3.2157423146211883,-0.044085234761454546
F2_K010,2,10,-3.2751279770600683,0.48310635070516106,-3.445266126203129,-0.05006352334610979
F2_K011,2,11,-3.273396117128178,0.4742125770812452,-3.4122831064826573,-0.04825152413081654
F2_K012,2,12,-3.6480466832593823,0.4972802776412532,-3.6008486903697468,-0.05267908118025869
F2_K013,2,13,-3.991032122485133,0.4669449689945011,-4.030161894302377,-0.07940014107690399
F2_K014,2,14,-3.529151532249475,0.4756898653678574,-3.426738351928102,-0.046972508951421264
F2_K015,2,15,-2.9701572415039914,0.5245017388727596,-3.310718700460591,-0.03918560972460735
F2_K016,2,16,-3.4386840882052754,0.491634952320919,-3.36252825816383,-0.04596423343792065
F2_K017,2,17,-3.429743792019888,0.49450199083109003,-3.745725992945962,-0.06382446668308016
F2_K018,2,18,-2.650632373559576,0.5454496639683779,-3.1454748007862134,-0.03571584491103021
F2_K019,2,19,-3.859312046178222,0.4455434936652728,-4.023937734501027,-0.07661262448959531
F2_K020,2,20,-3.268945067598233,0.4928369155354445,-3.6236467755932806,-0.06093208528895141
F2_K021,2,21,-3.4168180135837063,0.5030025594969229,-3.8718600208492666,-0.07229202801390505
F2_K022,2,22,-3.51781092036817,0.48058161197484073,-3.9489997003039976,-0.07669023400875385
F2_K023,2,23,-3.044676682802006,0.4747443823327487,-3.9506502258354415,-0.07666055277096975
F2_K024,2,24,-3.0815136435826314,0.48050046770135885,-3.689431614455195,-0.06494687057700926
F2_K025,2,25,-3.0556850912948215,0.4778463071177004,-3.8211084137799305,-0.07322071921911846
F2_K026,2,26,-3.9680646050274757,0.46477300792581927,-4.720518515901865,-0.10790063766396536
F2_K027,2,27,-3.480847356493381,0.45434486802912344,-4.088616361899105,-0.08312344816688713
F2_K028,2,28,-3.711653826064596,0.4593433123884019,-4.118980360529087,-0.08508573987923197
F2_K029,2,29,-3.6136264755995398,0.46150127870736407,-4.302468449822775,-0.09230226731196306
F2_K030,2,30,-3.254552108957918,0.46845265022096416,-4.2623738974236085,-0.08936969841049894
F2_K031,2,31,-3.8220723516021917,0.46138982835103315,-4.640178778580885,-0.10365496688406894
F2_K032,2,32,-3.6278842368122652,0.4866696597880472,-4.52708690526046,-0.0999015833193512
F2_K033,2,33,-3.165328641298502,0.47881940916706506,-4.16376607293595,-0.0825406479957285
F2_K034,2,34,-3.6736033897087843,0.45532165784129813,-4.484733469223857,-0.09795962611525867
F2_K035,2,35,-3.7035387166748,0.44557809359073447,-4.643160931753838,-0.10704477603052061
F2_K036,2,36,-3.2127435597203857,0.4938879618721905,-3.9786732846268316,-0.07392263717319267
F2_K037,2,37,-3.6989154293242663,0.4608783874712186,-4.4477964427818995,-0.09968292022693773
F2_K038,2,38,-3.412363108906129,0.4616206529666441,-4.5617832129624105,-0.10616945384654797
F2_K039,2,39,-4.432083811864263,0.4803061926647514,-5.255056365408611,-0.129867770927697
F2_K040,2,40,-3.542402286501013,0.4785237500649958,-4.284691523018189,-0.08741854177391024
F2_K041,2,41,-3.8191527159873107,0.4709011310054066,-4.66830648422249,-0.10677969651353897
F2_K042,2,42,-4.132171338986544,0.4316699087841683,-4.990084667708887,-0.12337379136233122
F2_K043,2,43,-4.338756199714109,0.4305085233095199,-5.129958575775055,-0.12678206994027505
F2_K044,2,44,-3.409699012335553,0.4532714699520234,-4.5362224316568724,-0.10218428632891062
F2_K045,2,45,-3.8587183830533736,0.46913369771939456,-4.82801933874234,-0.11318375350495076
F2_K046,2,46,-4.180380323835854,0.44911057077964633,-5.1650022807378715,-0.1278578840562288
F2_K047,2,47,-3.7246579414092014,0.4710921909159953,-4.941433492440923,-0.1182440168824876
