DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37
8042410,108,0,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.9862961,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616,0.00038068616
8132718,108,0,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.00028753336,0.9896488,0.00028753336,0.00028753336
8707050,108,0,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.47435004,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.5093391,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407,0.00046602407
9175625,108,0,0.00030032292,0.00030032292,0.00030032292,0.78516304,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.20432699,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292,0.00030032292
9245791,108,0,0.000587571,0.000587571,0.9788474,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571,0.000587571
9346876,108,0,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.14931755,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.83885854,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534,0.0003378534
9352931,108,0,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.8790453,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.10941836,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244,0.0003296244
9591694,108,0,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.49471384,0.00032176962,0.00032176962,0.00032176962,0.00032176962,0.49402428,0.00032176962,0.00032176962
10051610,108,0,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.00062856555,0.97737163,0.00062856555,0.00062856555
10087618,108,0,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.5630319,0.000844672,0.000844672,0.000844672,0.000844672,0.40740454,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672,0.000844672
