Topic,Documents
Topic_1,5
Topic_10,4
Topic_11,8
Topic_12,5
Topic_13,8
Topic_14,2
Topic_15,1
Topic_16,4
Topic_17,3
Topic_18,3
Topic_19,14
Topic_2,5
Topic_20,3
Topic_21,2
Topic_22,12
Topic_23,2
Topic_24,3
Topic_25,2
Topic_26,6
Topic_27,4
Topic_28,1
Topic_29,3
Topic_3,6
Topic_31,7
Topic_32,4
Topic_33,2
Topic_34,3
Topic_35,7
Topic_36,10
Topic_37,4
Topic_38,6
Topic_39,4
Topic_4,4
Topic_40,16
Topic_42,5
Topic_43,2
Topic_44,3
Topic_45,16
Topic_46,2
Topic_47,3
Topic_48,5
Topic_49,10
Topic_5,1
Topic_50,4
Topic_6,3
Topic_7,4
Topic_8,1
Topic_9,8
