DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50
8042410,108,0,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.9851525,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222,0.00030305222
8132718,108,0,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.98957556,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744,0.0002127744
8673465,108,0,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.98886466,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776,0.00022727776
8707050,108,0,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.98310256,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273,0.00034484273
9175625,108,0,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.9888644,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072,0.00022728072
9245791,108,0,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.00045455762,0.9777267,0.00045455762,0.00045455762,0.00045455762
9346876,108,0,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.81072944,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.00023531039,0.17797616
9352931,108,0,0.00025317565,0.00025317565,0.9875964,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565,0.00025317565
9591694,108,0,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.56090975,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.42876747,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703,0.0002150703
10100328,108,0,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.62516224,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.00028170648,0.36131573
