Topic,Documents
Topic_1,1
Topic_10,4
Topic_11,2
Topic_12,4
Topic_13,4
Topic_14,10
Topic_15,3
Topic_16,5
Topic_17,3
Topic_18,5
Topic_19,2
Topic_2,12
Topic_20,5
Topic_21,2
Topic_23,2
Topic_24,6
Topic_26,14
Topic_27,4
Topic_28,3
Topic_29,2
Topic_30,2
Topic_31,2
Topic_32,3
Topic_33,4
Topic_34,5
Topic_36,11
Topic_37,3
Topic_38,7
Topic_39,4
Topic_40,2
Topic_41,1
Topic_42,4
Topic_43,3
Topic_44,3
Topic_46,3
Topic_47,1
Topic_48,5
Topic_49,2
Topic_5,2
Topic_50,5
Topic_51,3
Topic_52,4
Topic_53,6
Topic_54,6
Topic_56,4
Topic_57,3
Topic_58,2
Topic_59,5
Topic_6,5
Topic_60,1
Topic_61,4
Topic_63,1
Topic_64,4
Topic_66,2
Topic_67,4
Topic_68,3
Topic_8,8
Topic_9,10
