Topic,Documents
Topic_10,4
Topic_11,19
Topic_12,1
Topic_13,1
Topic_15,3
Topic_17,4
Topic_18,3
Topic_19,4
Topic_20,1
Topic_21,1
Topic_22,3
Topic_23,2
Topic_24,5
Topic_25,3
Topic_26,8
Topic_28,3
Topic_29,1
Topic_3,5
Topic_30,3
Topic_31,5
Topic_32,4
Topic_33,3
Topic_34,3
Topic_35,4
Topic_36,5
Topic_37,3
Topic_38,1
Topic_39,5
Topic_4,4
Topic_40,5
Topic_41,10
Topic_42,5
Topic_44,3
Topic_46,4
Topic_47,1
Topic_48,1
Topic_5,4
Topic_50,6
Topic_51,1
Topic_52,4
Topic_55,10
Topic_56,5
Topic_57,1
Topic_58,3
Topic_59,4
Topic_6,9
Topic_60,1
Topic_61,2
Topic_62,2
Topic_63,5
Topic_64,6
Topic_65,2
Topic_66,1
Topic_67,2
Topic_68,2
Topic_69,7
Topic_7,6
Topic_70,3
Topic_71,7
Topic_72,1
Topic_73,3
Topic_9,3
