Topic,Documents
Topic_10,4
Topic_11,2
Topic_12,1
Topic_13,3
Topic_14,5
Topic_16,2
Topic_17,2
Topic_18,4
Topic_19,1
Topic_2,11
Topic_20,4
Topic_21,2
Topic_22,1
Topic_23,2
Topic_24,3
Topic_25,1
Topic_26,7
Topic_27,6
Topic_28,2
Topic_29,1
Topic_3,1
Topic_30,8
Topic_31,1
Topic_32,5
Topic_33,5
Topic_34,3
Topic_36,6
Topic_37,2
Topic_38,3
Topic_39,1
Topic_40,2
Topic_42,3
Topic_43,3
Topic_44,1
Topic_45,4
Topic_46,4
Topic_47,1
Topic_48,3
Topic_49,2
Topic_5,1
Topic_50,7
Topic_51,2
Topic_52,4
Topic_53,3
Topic_54,4
Topic_55,3
Topic_56,5
Topic_57,15
Topic_58,2
Topic_59,2
Topic_6,3
Topic_60,1
Topic_62,5
Topic_63,5
Topic_64,6
Topic_66,4
Topic_67,2
Topic_68,1
Topic_69,4
Topic_70,4
Topic_71,3
Topic_72,2
Topic_74,5
Topic_75,3
Topic_76,1
Topic_77,4
Topic_79,5
Topic_8,7
Topic_9,5
