Topic,Documents
Topic_1,2
Topic_10,5
Topic_12,1
Topic_14,6
Topic_16,3
Topic_17,3
Topic_18,5
Topic_19,2
Topic_2,8
Topic_20,2
Topic_23,2
Topic_24,1
Topic_25,1
Topic_26,4
Topic_27,1
Topic_28,1
Topic_29,2
Topic_3,2
Topic_30,5
Topic_31,8
Topic_32,6
Topic_33,3
Topic_34,1
Topic_35,2
Topic_36,2
Topic_37,3
Topic_38,3
Topic_39,4
Topic_4,1
Topic_40,2
Topic_41,2
Topic_42,4
Topic_43,1
Topic_44,1
Topic_45,3
Topic_46,2
Topic_48,1
Topic_49,2
Topic_5,1
Topic_50,3
Topic_51,1
Topic_52,2
Topic_53,4
Topic_54,4
Topic_55,1
Topic_56,8
Topic_58,3
Topic_59,2
Topic_6,3
Topic_60,2
Topic_61,1
Topic_62,1
Topic_63,2
Topic_64,3
Topic_66,5
Topic_67,4
Topic_68,4
Topic_69,3
Topic_7,1
Topic_70,4
Topic_71,1
Topic_72,2
Topic_73,1
Topic_74,11
Topic_75,2
Topic_76,1
Topic_77,3
Topic_78,1
Topic_79,4
Topic_8,6
Topic_81,3
Topic_83,2
Topic_84,3
Topic_86,2
Topic_87,6
Topic_88,1
Topic_9,8
Topic_91,1
Topic_92,8
Topic_93,2
Topic_95,3
