Topic,Documents
Topic_10,3
Topic_11,16
Topic_12,4
Topic_14,1
Topic_15,2
Topic_16,2
Topic_17,10
Topic_18,2
Topic_19,5
Topic_2,2
Topic_20,2
Topic_21,1
Topic_22,4
Topic_23,2
Topic_24,4
Topic_25,4
Topic_26,6
Topic_27,7
Topic_28,5
Topic_29,3
Topic_3,4
Topic_30,7
Topic_31,5
Topic_32,4
Topic_33,3
Topic_34,5
Topic_35,3
Topic_36,8
Topic_37,4
Topic_38,2
Topic_39,4
Topic_4,6
Topic_40,3
Topic_41,13
Topic_42,7
Topic_43,1
Topic_45,3
Topic_46,6
Topic_47,2
Topic_48,4
Topic_49,7
Topic_5,6
Topic_50,3
Topic_51,4
Topic_52,9
Topic_6,4
Topic_7,18
Topic_8,4
Topic_9,6
