Topic,Documents
Topic_1,1
Topic_10,3
Topic_11,2
Topic_12,1
Topic_13,2
Topic_14,2
Topic_15,3
Topic_16,4
Topic_17,2
Topic_18,3
Topic_19,2
Topic_2,10
Topic_20,1
Topic_22,2
Topic_23,4
Topic_24,3
Topic_26,5
Topic_27,3
Topic_28,2
Topic_29,2
Topic_3,1
Topic_30,4
Topic_31,3
Topic_32,5
Topic_33,6
Topic_34,2
Topic_35,2
Topic_36,5
Topic_37,4
Topic_38,6
Topic_39,4
Topic_4,1
Topic_40,8
Topic_41,4
Topic_42,4
Topic_45,2
Topic_46,2
Topic_48,2
Topic_49,3
Topic_5,1
Topic_50,6
Topic_52,3
Topic_53,5
Topic_54,3
Topic_55,6
Topic_56,8
Topic_57,1
Topic_58,2
Topic_59,4
Topic_6,1
Topic_60,2
Topic_62,1
Topic_63,3
Topic_64,2
Topic_65,1
Topic_66,4
Topic_67,2
Topic_68,4
Topic_69,2
Topic_7,2
Topic_70,6
Topic_71,1
Topic_72,2
Topic_74,7
Topic_75,1
Topic_76,1
Topic_77,5
Topic_79,2
Topic_8,12
Topic_81,4
Topic_83,1
Topic_84,2
Topic_85,2
Topic_86,1
Topic_9,5
