Topic,Documents
Topic_1,6
Topic_10,4
Topic_11,3
Topic_12,6
Topic_13,5
Topic_14,1
Topic_15,5
Topic_16,2
Topic_17,8
Topic_18,4
Topic_19,2
Topic_2,2
Topic_20,6
Topic_21,3
Topic_22,4
Topic_23,3
Topic_24,4
Topic_25,3
Topic_26,8
Topic_27,6
Topic_29,8
Topic_3,10
Topic_30,1
Topic_31,7
Topic_32,3
Topic_33,3
Topic_34,1
Topic_35,10
Topic_36,11
Topic_37,4
Topic_38,8
Topic_39,2
Topic_4,5
Topic_40,5
Topic_41,1
Topic_42,1
Topic_43,7
Topic_44,4
Topic_45,8
Topic_46,2
Topic_47,3
Topic_48,2
Topic_49,16
Topic_5,12
Topic_6,3
Topic_7,5
Topic_8,3
Topic_9,10
