Topic,Documents
Topic_1,2
Topic_10,2
Topic_11,16
Topic_12,3
Topic_13,2
Topic_15,3
Topic_16,1
Topic_17,5
Topic_18,3
Topic_19,4
Topic_2,1
Topic_20,1
Topic_21,1
Topic_22,5
Topic_23,1
Topic_24,3
Topic_26,7
Topic_27,3
Topic_28,3
Topic_29,2
Topic_3,1
Topic_30,2
Topic_31,4
Topic_32,5
Topic_34,1
Topic_35,4
Topic_36,5
Topic_37,2
Topic_38,3
Topic_39,2
Topic_4,8
Topic_40,6
Topic_41,4
Topic_42,7
Topic_44,1
Topic_45,4
Topic_46,3
Topic_47,2
Topic_49,5
Topic_5,4
Topic_50,5
Topic_51,2
Topic_52,7
Topic_53,3
Topic_54,2
Topic_55,5
Topic_56,6
Topic_57,2
Topic_58,2
Topic_59,3
Topic_6,12
Topic_60,3
Topic_61,3
Topic_63,3
Topic_64,7
Topic_65,2
Topic_66,3
Topic_67,2
Topic_68,5
Topic_7,12
Topic_8,2
Topic_9,8
