DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46
8042410,108,0,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.0003061957,0.98622113
8132718,108,0,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.2426646,0.00024156428,0.00024156428,0.00024156428,0.581855,0.00024156428,0.00024156428,0.16509353,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428,0.00024156428
8673465,108,0,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.9890084,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464,0.00024426464
8707050,108,0,0.00038141583,0.00038141583,0.00038141583,0.22337571,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.24572161,0.51450175,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583,0.00038141583
9346876,108,0,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.9880707,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229,0.0002651229
9352931,108,0,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.00026839113,0.98792255,0.00026839113,0.00026839113,0.00026839113
9591694,108,0,0.0002470403,0.0002470403,0.0002470403,0.9888846,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403,0.0002470403
10051610,108,0,0.0005055905,0.0005055905,0.0005055905,0.118026115,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.85972774,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905,0.0005055905
10087618,108,0,0.00065881666,0.00065881666,0.00065881666,0.080716886,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.24716325,0.00065881666,0.00065881666,0.00065881666,0.17646761,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.4679813,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666,0.00065881666
10100328,108,0,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.9858221,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373,0.00031507373
