Topic,Documents
Topic_1,1
Topic_10,6
Topic_11,5
Topic_12,6
Topic_13,1
Topic_14,9
Topic_15,7
Topic_16,9
Topic_17,13
Topic_18,2
Topic_19,2
Topic_2,8
Topic_20,11
Topic_21,3
Topic_22,16
Topic_25,6
Topic_26,3
Topic_27,3
Topic_28,5
Topic_29,4
Topic_3,2
Topic_30,5
Topic_31,7
Topic_32,2
Topic_33,3
Topic_34,4
Topic_35,5
Topic_36,2
Topic_37,6
Topic_38,1
Topic_39,2
Topic_4,4
Topic_40,5
Topic_42,6
Topic_43,1
Topic_44,12
Topic_45,2
Topic_46,1
Topic_47,6
Topic_48,5
Topic_49,1
Topic_5,5
Topic_50,7
Topic_51,1
Topic_52,2
Topic_53,3
Topic_6,5
Topic_7,9
Topic_8,3
Topic_9,3
