Topic,Documents
Topic_10,2
Topic_11,22
Topic_12,3
Topic_14,3
Topic_15,2
Topic_16,2
Topic_17,3
Topic_18,2
Topic_19,7
Topic_2,1
Topic_20,3
Topic_21,1
Topic_22,4
Topic_23,4
Topic_24,6
Topic_25,2
Topic_26,8
Topic_27,2
Topic_28,6
Topic_29,4
Topic_3,1
Topic_30,9
Topic_31,8
Topic_32,2
Topic_33,2
Topic_34,2
Topic_35,6
Topic_36,10
Topic_37,6
Topic_38,7
Topic_39,2
Topic_4,4
Topic_40,3
Topic_41,11
Topic_42,5
Topic_43,2
Topic_44,2
Topic_46,2
Topic_47,4
Topic_48,3
Topic_49,6
Topic_5,6
Topic_50,6
Topic_51,5
Topic_52,2
Topic_53,3
Topic_54,2
Topic_55,8
Topic_6,5
Topic_7,12
Topic_8,4
Topic_9,3
