Topic,Documents
Topic_1,2
Topic_10,4
Topic_11,2
Topic_12,2
Topic_13,3
Topic_14,8
Topic_16,4
Topic_17,3
Topic_18,3
Topic_19,2
Topic_2,9
Topic_20,1
Topic_21,2
Topic_22,2
Topic_23,7
Topic_24,3
Topic_26,9
Topic_27,6
Topic_28,3
Topic_29,6
Topic_3,1
Topic_30,15
Topic_31,2
Topic_32,5
Topic_33,3
Topic_34,4
Topic_36,1
Topic_37,3
Topic_38,4
Topic_39,2
Topic_4,1
Topic_40,1
Topic_41,3
Topic_42,5
Topic_43,3
Topic_44,3
Topic_45,5
Topic_46,4
Topic_47,3
Topic_48,2
Topic_49,1
Topic_5,1
Topic_50,7
Topic_51,2
Topic_52,3
Topic_53,3
Topic_54,4
Topic_55,5
Topic_56,1
Topic_57,1
Topic_58,3
Topic_59,5
Topic_6,4
Topic_61,1
Topic_63,4
Topic_64,5
Topic_66,4
Topic_67,2
Topic_68,4
Topic_69,2
Topic_8,9
Topic_9,18
