Topic,Documents
Topic_1,5
Topic_10,1
Topic_11,3
Topic_12,4
Topic_13,3
Topic_14,7
Topic_15,3
Topic_17,16
Topic_18,2
Topic_19,3
Topic_2,10
Topic_20,3
Topic_21,4
Topic_22,18
Topic_23,3
Topic_24,1
Topic_25,4
Topic_26,10
Topic_27,6
Topic_28,5
Topic_29,7
Topic_3,4
Topic_30,7
Topic_31,3
Topic_32,3
Topic_33,2
Topic_34,2
Topic_35,2
Topic_36,2
Topic_37,8
Topic_38,4
Topic_39,2
Topic_4,7
Topic_40,2
Topic_41,6
Topic_42,4
Topic_43,3
Topic_44,3
Topic_45,14
Topic_46,1
Topic_47,5
Topic_48,2
Topic_5,4
Topic_50,5
Topic_51,8
Topic_52,3
Topic_6,2
Topic_7,9
Topic_8,1
Topic_9,4
