Topic,Documents
Topic_1,1
Topic_10,2
Topic_11,19
Topic_12,7
Topic_13,3
Topic_14,3
Topic_15,3
Topic_16,1
Topic_17,9
Topic_18,4
Topic_19,4
Topic_2,3
Topic_20,4
Topic_21,1
Topic_22,4
Topic_23,5
Topic_24,7
Topic_25,4
Topic_26,9
Topic_27,7
Topic_28,5
Topic_29,3
Topic_3,5
Topic_30,2
Topic_31,9
Topic_32,6
Topic_33,1
Topic_34,3
Topic_35,5
Topic_36,11
Topic_37,9
Topic_38,3
Topic_39,3
Topic_4,7
Topic_40,3
Topic_41,9
Topic_42,4
Topic_43,1
Topic_44,5
Topic_45,2
Topic_46,4
Topic_47,3
Topic_48,1
Topic_49,4
Topic_5,2
Topic_6,8
Topic_7,16
Topic_8,1
Topic_9,5
