Topic,Documents
Topic_10,2
Topic_11,10
Topic_12,2
Topic_13,1
Topic_14,4
Topic_15,2
Topic_16,1
Topic_17,8
Topic_18,2
Topic_19,4
Topic_2,5
Topic_20,3
Topic_21,1
Topic_22,3
Topic_23,4
Topic_24,4
Topic_25,2
Topic_26,6
Topic_27,6
Topic_28,6
Topic_29,2
Topic_3,2
Topic_30,7
Topic_31,4
Topic_32,4
Topic_34,2
Topic_35,6
Topic_36,5
Topic_37,2
Topic_38,1
Topic_39,3
Topic_4,4
Topic_40,2
Topic_41,8
Topic_42,1
Topic_44,1
Topic_45,3
Topic_46,3
Topic_47,2
Topic_48,3
Topic_49,4
Topic_5,1
Topic_50,2
Topic_51,2
Topic_52,3
Topic_54,3
Topic_55,4
Topic_56,4
Topic_57,2
Topic_58,3
Topic_59,4
Topic_6,6
Topic_60,5
Topic_61,2
Topic_62,1
Topic_63,7
Topic_64,5
Topic_66,1
Topic_67,2
Topic_68,1
Topic_69,3
Topic_7,13
Topic_70,3
Topic_71,2
Topic_72,2
Topic_73,3
Topic_74,4
Topic_8,1
Topic_9,6
