Topic,Documents
Topic_11,9
Topic_12,3
Topic_14,1
Topic_15,1
Topic_16,2
Topic_17,5
Topic_18,3
Topic_19,4
Topic_2,2
Topic_20,2
Topic_21,1
Topic_22,2
Topic_23,1
Topic_24,4
Topic_25,2
Topic_26,5
Topic_27,2
Topic_28,5
Topic_29,2
Topic_3,4
Topic_30,2
Topic_31,6
Topic_32,2
Topic_33,1
Topic_34,2
Topic_35,6
Topic_36,9
Topic_37,4
Topic_38,2
Topic_39,3
Topic_4,3
Topic_40,3
Topic_41,5
Topic_42,5
Topic_44,1
Topic_45,2
Topic_46,4
Topic_47,1
Topic_48,1
Topic_49,1
Topic_5,2
Topic_50,4
Topic_52,2
Topic_53,3
Topic_54,1
Topic_55,4
Topic_56,4
Topic_57,1
Topic_58,6
Topic_59,2
Topic_6,3
Topic_61,1
Topic_62,2
Topic_63,5
Topic_64,7
Topic_65,2
Topic_66,1
Topic_67,2
Topic_68,4
Topic_69,1
Topic_7,9
Topic_70,2
Topic_71,3
Topic_72,1
Topic_73,3
Topic_74,8
Topic_75,2
Topic_76,2
Topic_77,6
Topic_78,1
Topic_79,2
Topic_8,1
Topic_80,2
Topic_81,2
Topic_82,1
Topic_83,3
Topic_85,1
Topic_86,3
Topic_87,4
Topic_89,1
Topic_9,1
Topic_90,2
