DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16
8132718,108,0,0.00064439484,0.00064439495,0.60175,0.38922846,0.0006443947,0.0006443949,0.0006443947,0.00064439495,0.0006443951,0.0006443949,0.0006443949,0.0006443952,0.00064439484,0.0006443952,0.00064439484,0.0006443949
8673465,108,0,0.0006868584,0.00068685843,0.64041704,0.0006868587,0.0006868583,0.000686859,0.0006868582,0.00068685855,0.0006868583,0.00068685884,0.0006868584,0.0006868587,0.0006868583,0.34996694,0.00068685843,0.0006868584
8707050,108,0,0.0010777868,0.0010777866,0.61215657,0.0010777873,0.0010777869,0.0010777873,0.13489097,0.0010777874,0.0010777873,0.07963479,0.13269539,0.0010777868,0.0010777864,0.028766641,0.0010777869,0.0010777882
9175625,108,0,0.0007353303,0.0007353303,0.98897004,0.00073533045,0.00073533005,0.0007353303,0.00073533005,0.0007353307,0.0007353302,0.0007353301,0.0007353301,0.0007353303,0.0007353301,0.00073533057,0.0007353302,0.0007353302
9245791,108,0,0.0011793115,0.0011793126,0.98231035,0.0011793121,0.001179312,0.0011793117,0.0011793117,0.0011793119,0.001179312,0.001179312,0.0011793119,0.0011793115,0.0011793113,0.0011793114,0.001179312,0.0011793114
9591694,108,0,0.0006650337,0.0006650347,0.55863816,0.0006650345,0.0006650343,0.09893131,0.0006650346,0.0006650338,0.00066503417,0.19145153,0.0006650341,0.0006650339,0.00066503434,0.1429986,0.0006650338,0.00066503417
10051610,108,0,0.0015626474,0.0015626489,0.40328124,0.0015626478,0.0015626482,0.0015626474,0.0015626478,0.0015626478,0.0015626482,0.0015626496,0.0015626474,0.0015626476,0.0015626476,0.0015626474,0.001562648,0.5748417
10087618,108,0,0.0019532586,0.0019532582,0.7529723,0.0019532582,0.0019532584,0.001953258,0.001953258,0.0019532584,0.0019532582,0.0019532584,0.0019532582,0.0019532582,0.050279073,0.17135628,0.001953258,0.0019532596
10100328,108,0,0.5660155,0.00091917656,0.42111602,0.0009191767,0.00091917627,0.00091917656,0.00091917644,0.0009191768,0.00091917656,0.00091917656,0.00091917644,0.00091917656,0.0009191769,0.00091917615,0.0009191768,0.00091917644
10320929,108,0,0.0013299364,0.0013299359,0.40751114,0.0013299367,0.0013299362,0.0013299363,0.0013299355,0.0013299364,0.57386976,0.001329936,0.0013299363,0.0013299376,0.0013299363,0.0013299364,0.0013299357,0.0013299359
10531012,108,0,0.00071843126,0.0007184309,0.4661176,0.000718431,0.00071843085,0.0007184309,0.0007184309,0.083332,0.00071843143,0.44121075,0.0007184309,0.0007184311,0.000718431,0.0007184311,0.00071843126,0.00071843126
10700148,108,0,0.0017363002,0.0017363004,0.48981836,0.0017363004,0.0017363005,0.0017363002,0.0017363004,0.32138792,0.0017363008,0.16622184,0.0017363004,0.0017363005,0.001736302,0.0017363029,0.001736301,0.0017363008
10725388,108,0,0.0007184303,0.0007184306,0.98922354,0.0007184301,0.00071843015,0.00071843,0.00071843015,0.0007184303,0.0007184303,0.0007184301,0.00071843015,0.0007184301,0.00071843027,0.0007184307,0.00071843,0.0007184299
10806067,108,0,0.0007622547,0.0007622551,0.18538032,0.00076225447,0.0007622543,0.0007622547,0.00076225447,0.0007622549,0.00076225476,0.0007622549,0.0007622544,0.00076225476,0.0007622546,0.8039481,0.0007622546,0.0007622544
10946305,108,0,0.0010247359,0.0010247357,0.20229574,0.32866377,0.0010247355,0.0010247359,0.0010247356,0.0010247362,0.001024736,0.14696312,0.10615804,0.17487496,0.0010247356,0.0010247355,0.001024736,0.03079701
11950889,108,0,0.00064443925,0.00064443925,0.45953304,0.0006444394,0.27460125,0.0006444394,0.00064443913,0.00064443925,0.257488,0.00064443937,0.00064443937,0.00064443937,0.000644439,0.00064443925,0.00064443925,0.0006444397
12217649,108,0,0.00094700494,0.0009470047,0.98579496,0.0009470047,0.00094700465,0.0009470047,0.00094700465,0.0009470053,0.00094700506,0.0009470052,0.0009470047,0.00094700494,0.0009470047,0.00094700465,0.0009470048,0.00094700494
12415118,108,0,0.00081173796,0.0008117375,0.4987459,0.0008117378,0.00081173755,0.0008117374,0.0008117377,0.00081173755,0.0008117378,0.0008117378,0.0008117377,0.00081173796,0.4898898,0.00081173755,0.00081173796,0.00081173796
12461557,108,0,0.0017858266,0.0017858273,0.9732126,0.0017858273,0.001785826,0.0017858297,0.0017858263,0.0017858276,0.0017858265,0.0017858288,0.0017858263,0.0017858286,0.0017858278,0.0017858276,0.0017858265,0.0017858314
12496124,108,0,0.001302243,0.001302243,0.609739,0.0013022444,0.0013022431,0.0013022431,0.0013022426,0.0013022431,0.0013022436,0.17556083,0.0013022433,0.0013022444,0.029820554,0.1000813,0.0013022447,0.07047352
12496132,108,0,0.00065108715,0.0006510872,0.53373456,0.0006510872,0.0006510872,0.00065108715,0.0006510872,0.00065108715,0.0006510872,0.4571502,0.0006510872,0.0006510871,0.00065108755,0.0006510881,0.00065108715,0.0006510878
12511612,108,0,0.00054827344,0.0005482736,0.99177593,0.0005482735,0.0005482734,0.0005482735,0.0005482735,0.0005482735,0.0005482735,0.00054827356,0.00054827344,0.00054827397,0.00054827344,0.0005482734,0.0005482739,0.0005482734
12516859,108,0,0.0012756127,0.0012756131,0.50082487,0.0012756129,0.0012756129,0.0012756143,0.0012756131,0.0012756129,0.0012756132,0.48131657,0.0012756127,0.0012756132,0.0012756131,0.001275614,0.0012756124,0.0012756136
12516860,108,0,0.0012500712,0.0012500716,0.9812489,0.0012500715,0.0012500713,0.0012500716,0.0012500713,0.0012500715,0.0012500713,0.0012500737,0.0012500713,0.0012500718,0.0012500716,0.0012500725,0.0012500716,0.0012500716
8908519,109,1,0.072130546,0.0009329354,0.00093293586,0.0009329356,0.0009329353,0.0009329355,0.2747189,0.00093293574,0.00093293504,0.00093293784,0.00093293574,0.0009329355,0.00093293627,0.19231813,0.0009329349,0.4496372
8940425,109,1,0.0007268068,0.04749722,0.00072680664,0.09841752,0.0007268068,0.000726807,0.0007268067,0.000726807,0.0007268068,0.00072680647,0.0007268069,0.00072680664,0.00072680716,0.589886,0.00072680647,0.25547758
9149812,109,1,0.00078133866,0.00078133965,0.0687905,0.0007813389,0.0007813389,0.18134314,0.0007813395,0.00078133936,0.00078133936,0.022771705,0.0007813393,0.0007813389,0.022696557,0.279227,0.0007813391,0.4173577
9666006,109,1,0.0016026193,0.0016026194,0.0016026197,0.0016026197,0.0016026197,0.0016026194,0.0016026194,0.0016026197,0.0016026194,0.0016026197,0.0016026194,0.0016026193,0.0016026197,0.97596073,0.0016026193,0.0016026202
9676381,109,1,0.0009470918,0.00094709155,0.00094709225,0.00094709155,0.20195654,0.00094709167,0.00094709155,0.00094709144,0.00094709115,0.00094709237,0.00094709115,0.00094709155,0.0009470918,0.47677022,0.00094709103,0.30896103
9836710,109,1,0.0018383408,0.0018383405,0.0018383395,0.0018383401,0.0018383401,0.0018383417,0.0018383401,0.23278876,0.0018383412,0.0018383401,0.0018383397,0.0018383403,0.0018383403,0.74147445,0.00183834,0.0018383408
9889212,109,1,0.00062502414,0.0006250242,0.0006250242,0.00062502414,0.00062502414,0.0006250244,0.0006250242,0.0006250241,0.0006250241,0.0006250241,0.00062502414,0.00062502414,0.0006250244,0.00062502583,0.00062502414,0.99062467
10029323,109,1,0.00059525575,0.00059525575,0.000595256,0.0005952558,0.00059525575,0.00059525575,0.00059525575,0.00059525575,0.00059525575,0.00059525575,0.00059525575,0.00059525575,0.0005952559,0.0005952562,0.00059525575,0.99107116
10419204,109,1,0.0008013147,0.0008013147,0.0008013146,0.0008013147,0.0008013149,0.000801315,0.000801315,0.00080131483,0.0008013146,0.0008013149,0.00080131483,0.0008013147,0.4053865,0.52643377,0.00080131454,0.057762578
10440566,109,1,0.0011161832,0.0011161832,0.0011161834,0.0011161834,0.001116184,0.0011161835,0.3204575,0.0011161834,0.0011161831,0.0011161836,0.001116184,0.0011161843,0.19209112,0.19467257,0.0011161835,0.27938464
10457842,109,1,0.000976684,0.12067658,0.0009766843,0.044807434,0.17007455,0.0009766843,0.0009766843,0.0009766845,0.0009766847,0.0009766842,0.0009766847,0.0009766844,0.0009766846,0.26909363,0.0009766839,0.38460428
