DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16
8042410,108,0,0.0009470632,0.00094706344,0.00094706356,0.0009470644,0.00094706344,0.00094706356,0.0009470637,0.000947063,0.0009470631,0.000947063,0.98579407,0.000947063,0.000947063,0.00094706286,0.0009470631,0.0009470637
8132718,108,0,0.00066492875,0.99002606,0.0006649289,0.00066492864,0.0006649286,0.00066492864,0.0006649289,0.0006649286,0.00066492864,0.0006649286,0.0006649289,0.0006649286,0.0006649288,0.0006649286,0.00066492875,0.00066492904
8673465,108,0,0.00071029796,0.00071029796,0.62369734,0.00071029784,0.0007102979,0.07195462,0.00071029784,0.0007102977,0.00071029767,0.00071029784,0.0007102979,0.00071029813,0.0007102979,0.0007102983,0.0007102979,0.29511422
8707050,108,0,0.0010776963,0.0010776959,0.98383456,0.0010776959,0.0010776956,0.0010776957,0.0010776956,0.0010776961,0.0010776961,0.0010776953,0.0010776959,0.0010776961,0.0010776964,0.0010776957,0.0010776964,0.0010776963
9175625,108,0,0.049171485,0.24892928,0.3208629,0.018715959,0.0007103164,0.00071031624,0.0007103163,0.0007103163,0.00071031624,0.00071031624,0.0007103163,0.0007103161,0.0007103164,0.00071031624,0.00071031647,0.35450694
9245791,108,0,0.001420529,0.0014205289,0.0014205296,0.0014205285,0.0014205285,0.001420529,0.0014205292,0.0014205286,0.0014205289,0.0014205289,0.001420529,0.0014205289,0.0014205292,0.0014205285,0.0014205289,0.97869205
9346876,108,0,0.00073537405,0.00073537434,0.9889694,0.00073537475,0.00073537434,0.00073537405,0.0007353742,0.000735374,0.0007353742,0.00073537405,0.00073537434,0.0007353739,0.0007353744,0.00073537434,0.00073537475,0.0007353742
9352931,108,0,0.0007912048,0.0007912049,0.98813194,0.0007912047,0.0007912051,0.00079120527,0.0007912047,0.0007912047,0.0007912049,0.0007912049,0.0007912064,0.0007912048,0.00079120515,0.0007912046,0.0007912051,0.000791205
9591694,108,0,0.00067210034,0.0006721021,0.90173125,0.08885934,0.00067209994,0.0006721001,0.00067210017,0.0006721,0.0006721001,0.0006721001,0.0006721002,0.0006721002,0.0006721002,0.00067210034,0.0006721005,0.00067210034
10100328,108,0,0.00088036875,0.0008803692,0.9867945,0.0008803686,0.0008803694,0.0008803686,0.0008803692,0.0008803687,0.0008803694,0.0008803687,0.0008803687,0.0008803693,0.0008803694,0.0008803686,0.0008803687,0.0008803692
10531012,108,0,0.0006944727,0.00069447275,0.0006944731,0.00069447287,0.0006944727,0.00069447263,0.0006944727,0.00069447263,0.00069447263,0.0006944727,0.00069447287,0.00069447263,0.00069447304,0.00069447263,0.9895829,0.00069447287
10700148,108,0,0.0018940168,0.0018940173,0.001894018,0.0018940176,0.0018940173,0.0018940165,0.0018940165,0.0018940173,0.001894017,0.0018940165,0.001894017,0.0018940168,0.0018940168,0.0018940168,0.97158974,0.001894019
10725388,108,0,0.0006794031,0.0006794033,0.27822185,0.00067940395,0.0006794029,0.00067940314,0.0006794031,0.0006794031,0.00067940314,0.000679403,0.000679403,0.000679403,0.71226656,0.0006794033,0.00067940325,0.00067940383
10969025,108,0,0.0008929165,0.00089291687,0.00089291664,0.00089291675,0.0008929165,0.00089291635,0.98660624,0.0008929162,0.00089291635,0.0008929162,0.00089291635,0.0008929162,0.00089291646,0.00089291635,0.00089291646,0.00089291675
12217649,108,0,0.00094706455,0.00094706455,0.6506385,0.00094706455,0.0009470641,0.0009470642,0.00094706455,0.00094706396,0.00094706466,0.0009470641,0.0009470643,0.0009470643,0.3361026,0.0009470643,0.00094706455,0.00094706455
12297500,108,0,0.00065795024,0.0006579501,0.9901308,0.0006579501,0.0006579501,0.0006579501,0.00065795006,0.00065795076,0.0006579501,0.0006579501,0.0006579503,0.0006579503,0.0006579507,0.0006579501,0.0006579501,0.0006579503
12415118,108,0,0.0008117706,0.0008117729,0.9878234,0.00081177114,0.0008117709,0.0008117706,0.000811771,0.00081177056,0.000811771,0.00081177073,0.00081177085,0.00081177114,0.00081177073,0.0008117709,0.00081177085,0.0008117709
12417022,108,0,0.00093290635,0.0009329068,0.0009329073,0.0009329063,0.0009329067,0.00093290635,0.00093290646,0.00093290635,0.0009329066,0.00093290646,0.00093290646,0.0009329063,0.98600644,0.00093290635,0.0009329067,0.00093290705
