DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32
8042410,108,0,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.9863551,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568,0.0004401568
8132718,108,0,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.00033246935,0.98969346,0.00033246935,0.00033246935,0.00033246935
8707050,108,0,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.00053881016,0.9832969,0.00053881016,0.00053881016,0.00053881016,0.00053881016
9175625,108,0,0.0003472624,0.0003472624,0.0003472624,0.0003472624,0.0003472624,0.11375951,0.089727126,0.0003472624,0.0003472624,0.0003472624,0.0003472624,0.0003472624,0.0003472624,0.0003472624,0.0003472624,0.0003472624,0.39517334,0.0003472624,0.0003472624,0.0003472624,0.0003472624,0.0003472624,0.0003472624,0.0003472624,0.0003472624,0.0003472624,0.0003472624,0.2513176,0.14064637,0.0003472624,0.0003472624,0.0003472624
9245791,108,0,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.0006794007,0.28241453,0.0006794007,0.0006794007,0.0006794007,0.6972034
9346876,108,0,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.9878901,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055,0.00039064055
9352931,108,0,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.92242646,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.00038111172,0.06614015,0.00038111172,0.00038111172,0.00038111172,0.00038111172
9591694,108,0,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.0003720366,0.98846686,0.0003720366,0.0003720366,0.0003720366,0.0003720366
10051610,108,0,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.6892612,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.00072680734,0.28893462,0.00072680734,0.00072680734,0.00072680734,0.00072680734
10087618,108,0,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.0009766154,0.3951423,0.0009766154,0.0009766154,0.57555926,0.0009766154,0.0009766154,0.0009766154,0.0009766154
10100328,108,0,0.00042234894,0.00042234894,0.00042234894,0.3813422,0.00042234894,0.33639327,0.00042234894,0.00042234894,0.00042234894,0.00042234894,0.00042234894,0.00042234894,0.00042234894,0.00042234894,0.00042234894,0.18177032,0.00042234894,0.00042234894,0.00042234894,0.00042234894,0.00042234894,0.00042234894,0.00042234894,0.00042234894,0.00042234894,0.00042234894,0.00042234894,0.08866843,0.00042234894,0.00042234894,0.00042234894,0.00042234894
10320929,108,0,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.64884526,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.0006794047,0.3307726,0.0006794047,0.0006794047,0.0006794047,0.0006794047
10531012,108,0,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.15022837,0.34516856,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.0003434425,0.3530371,0.0003434425,0.14194961,0.0003434425,0.0003434425
10700148,108,0,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.17410311,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.0009192048,0.5719058,0.0009192048,0.0009192048,0.22733423,0.0009192048
10806067,108,0,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.00036338717,0.988735,0.00036338717
10946305,108,0,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.822815,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.16181445,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076,0.00051235076
10969025,108,0,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.86169225,0.00045960394,0.00045960394,0.00045960394,0.00045960394,0.124519594,0.00045960394,0.00045960394,0.00045960394,0.00045960394
