Topic,Documents
Topic_1,6
Topic_10,10
Topic_11,3
Topic_12,9
Topic_13,7
Topic_14,9
Topic_15,7
Topic_16,2
Topic_17,11
Topic_18,9
Topic_19,4
Topic_2,3
Topic_20,1
Topic_22,5
Topic_23,3
Topic_24,1
Topic_25,4
Topic_26,5
Topic_27,3
Topic_28,2
Topic_29,4
Topic_3,3
Topic_30,7
Topic_31,2
Topic_32,4
Topic_33,3
Topic_34,14
Topic_35,6
Topic_36,3
Topic_37,2
Topic_38,16
Topic_39,2
Topic_4,7
Topic_40,5
Topic_41,5
Topic_42,2
Topic_43,2
Topic_44,1
Topic_46,1
Topic_47,1
Topic_48,2
Topic_49,11
Topic_5,5
Topic_50,4
Topic_51,2
Topic_52,5
Topic_6,5
Topic_7,7
Topic_8,4
Topic_9,1
