Topic,Documents
Topic_1,4
Topic_10,1
Topic_11,3
Topic_12,9
Topic_13,4
Topic_14,2
Topic_16,1
Topic_17,3
Topic_18,3
Topic_19,15
Topic_2,6
Topic_20,3
Topic_21,1
Topic_22,4
Topic_23,3
Topic_24,4
Topic_25,1
Topic_26,1
Topic_27,4
Topic_28,2
Topic_29,4
Topic_3,7
Topic_30,4
Topic_31,5
Topic_32,5
Topic_34,1
Topic_35,10
Topic_36,8
Topic_38,5
Topic_39,2
Topic_4,3
Topic_40,7
Topic_41,1
Topic_42,1
Topic_43,4
Topic_44,8
Topic_45,5
Topic_46,1
Topic_47,3
Topic_49,7
Topic_5,2
Topic_50,2
Topic_51,1
Topic_52,7
Topic_53,2
Topic_54,1
Topic_55,2
Topic_56,5
Topic_57,10
Topic_58,6
Topic_59,11
Topic_6,5
Topic_60,6
Topic_61,3
Topic_63,4
Topic_7,2
Topic_9,6
