DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37
8042410,108,0,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.11949784,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.5132977,0.00039173316,0.00039173316,0.00039173316,0.00039173316,0.35388562,0.00039173316,0.00039173316
8673465,108,0,0.00030714588,0.6024351,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.00030714588,0.38681477,0.00030714588,0.00030714588
9175625,108,0,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.00034651143,0.98752564,0.00034651143,0.00034651143
9245791,108,0,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.9773718,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588,0.0006285588
9346876,108,0,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.00032564986,0.98827666
9352931,108,0,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.93644625,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.0003336906,0.051874865,0.0003336906,0.0003336906
10051610,108,0,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.6831187,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.0006435475,0.29435712,0.0006435475,0.0006435475
10087618,108,0,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.52560186,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.00093201746,0.4417774,0.00093201746,0.00093201746
10320929,108,0,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.97929764,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628,0.0005750628
10700148,108,0,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.97297174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174,0.00075078174
